"179161458793927_1121159441260786","Don't wait! Upgrade your desktop to the #ZenAiO Series! It's the All-in-One quickness and power you demand.","Irresistible Performance - Zen AiO Series | ASUS","video","https://www.facebook.com/ASUS/videos/1121159441260786/","2016-07-18","102","3","6","95","2","4","1","0","0","1","0","2","0","0","0","0","0","0","0","0","3","0","3","0","0","0","3","0","1","0","0","0","0","1","0","5","0","0","0","2","1","0","0","0","0","3","0","0","0","0.875","0","0","0","0","0"
"179161458793927_1117318328311564","READY. STEADY. CLICK. Every shot will be crystal clear with the beauty of ZenFone 3's 4-axis optical image stabilizer. Every move you make will also be rock steady. #Z3N #ZenFone #IncredibleIsNow","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1117318328311564/?type=3","2016-07-17","56070","145","214","55283","368","387","21","7","4","0","0","3","0","0","2","4","0","0","0","2","7","0","9","0","0","1","1","0","1","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","1","1","0","16","2","11","9.0912","11.4874","7.55801","0"
"179161458793927_1120216454688418","The powerful #ASUS #ZenFone 3 is a desirable meld of art and science that accords you an untouchable level of distinction.","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1120216454688418/?type=3","2016-07-16","410","8","16","395","13","2","0","0","0","1","1","3","0","0","2","3","0","0","0","0","4","1","2","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","0","1","4","4.9327","16","0.875","3","11.7111","11.8615","12.7473","-1.5856"
"179161458793927_1120165234693540","#ASUSTransformer 3 Series is expandable with a range of accessories - giving users a new level of connection, performance, entertainment, & creativity from a mobile device.","Transformer 3 Series | ASUS","link","http://ow.ly/kAvr302bO0Q","2016-07-16","79","1","2","73","5","1","0","0","0","1","1","3","0","0","4","3","0","0","0","0","8","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","2","0","4.9327","0","0.875","0","12.3382","7.56481","9.22656","-1.5856"
"179161458793927_1119937031383027","Our ASUS #Vivostick creativity contest has ended. Now we need your help to pick your personal winner from our top 10 entries!","Take your pick and choose a winner!","link","https://goo.gl/l06kGW","2016-07-16","66","9","3","63","1","2","0","0","0","0","1","0","0","0","1","2","0","0","0","0","4","1","2","0","0","0","5","0","1","0","0","0","0","1","0","4","0","0","1","1","1","0","0","0","0","1","10","4.73404","16","0.625","2","7.04456","6.80655","7.59894","0.654662"
"179161458793927_1117316784978385","STAY FOCUSED. Stay sharp. Let ZenFone 3 help you stay on top of everything with its TriTech AF technology â€“ ultra fast focus at a top speed of 0.03 seconds. #Z3N #ZenFone #IncredibleIsNow","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1117316784978385/?type=3","2016-07-15","63140","141","211","62352","361","398","21","5","3","0","2","1","0","0","5","2","0","0","0","0","6","1","8","0","0","0","2","0","1","0","0","0","0","0","0","5","0","0","1","1","0","0","0","0","0","4","7","4.9327","24","0.125","7","19.271","19.9685","20.0174","-1.5856"
"179161458793927_1119388898104507","#ZenFone3 Deluxe is the 1st phone to have Qualcomm Snapdragon 821, with 10 % increase in performance and its quad-core CPU runs at 2.4GHz.","Zenfone 3 Deluxe, first phone with new Snapdragon 821","link","http://www.theverge.com/circuitbreaker/2016/7/12/12161460/asus-zenfone-3-deluxe-snapdragon-821-processor","2016-07-15","71900","767","1409","70357","664","813","37","10","19","1","5","1","0","0","3","0","0","0","0","0","6","0","5","0","0","0","1","0","0","0","0","0","0","1","0","3","0","0","0","0","2","0","0","0","0","5","3","4.73404","0","-0.5","0","5","3.36217","2.72499","0.654662"
"179161458793927_1114305905279473","Master the art of taking indoor and outdoor summer photos using #PixelMaster! #ZenUI","ASUS PixelMaster Camera","link","http://play.google.com/store/apps/details?id=com.asus.camera","2016-07-14","112","2","2","109","3","0","0","0","0","1","0","1","0","0","1","2","0","0","0","0","2","1","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","-1","0","0","0","1.25","0","7.2783","6.69483","6.60689","0"
"179161458793927_1118645081512222","The wait is over! Watch the #Zenvolution livestream happening at Vietnam.
#ZenFone #Z3N #IncredibleIsNow","Zenvolution @ Vietnam 2016","link","https://goo.gl/UydpE6","2016-07-13","79","3","2","72","4","1","0","0","2","0","0","2","0","0","2","0","0","0","0","0","2","0","7","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","-2","0","0","0","-0.25","0","0","0","0","0"
"179161458793927_1117316454978418","BREATHE IN CALM. Breathe out anxiety. With ZenFone 3 Deluxe, you can expect more. Its exhilarating 23MP camera breathes life into every detail. #Z3N #ZenFone #IncredibleIsNow","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1117316454978418/?type=3","2016-07-13","58003","369","597","56211","752","989","27","14","10","0","1","1","0","0","3","1","0","0","0","1","4","0","8","0","0","0","2","0","0","1","0","1","0","0","0","4","0","0","0","0","1","0","0","0","0","0","3","4.9327","8","-0.125","2","6.87299","13.9095","14.5321","-1.5856"
"179161458793927_1117467028296694","ASUS #ZenBook #UX310 is a mobile design piece that adds sophistication to your life.","UX310UQ","link","http://www.asus.com/Notebooks/UX310UQ/","2016-07-13","733","15","29","700","20","11","0","2","0","0","1","1","0","0","0","1","0","0","0","0","4","0","3","0","0","0","1","0","0","0","0","0","0","1","0","2","0","0","0","0","2","1","0","0","0","4","0","0","0","1.125","0","3.35282","2.3422","2.97579","0"
"179161458793927_1116827021694028","This is your chance to ask #Zenbo anything! Just enter the survey to submit your questions, because your opinion matters.","Ask #Zenbo!","link","http://sip.asus.com/NewSurvey/Questionnaire/Index.aspx?Token=5D3FD132-D43C-41EA-A5AE-EEFE78B9F95D&cCode=US","2016-07-12","61","4","4","58","2","1","0","0","0","0","0","2","0","0","1","0","0","0","0","0","4","2","1","0","0","0","3","0","1","0","0","0","0","2","0","4","0","0","0","0","1","0","0","0","0","1","2","0","0","0.125","0","0","0","0","0"
"179161458793927_1117459481630782","Don't miss out on your chance to win an #ASUS #VivoStick! Get creative and send us a drawing, a photo or a short video.","LAST 2 DAYS TO ENTER!               With #VivoStick, I would _____.","link","https://goo.gl/X7D5gV","2016-07-12","41782","27","18","41733","34","13","1","0","1","2","0","4","0","0","1","2","0","0","0","0","4","0","2","0","0","0","2","0","1","0","0","1","0","1","0","5","0","0","0","1","0","0","0","0","0","-2","6","0","8","-1","1","13.8526","17.7752","17.6381","0"
"179161458793927_1116879738355423","Introducing the new #ASUS #ZenFone 3 Ultra â€“ Unleash unlimited possibilities with the unrivaled #ZenFone3 Ultra, and bring your dreams to life.","Introducing the new ASUS ZenFone 3 Ultra | ASUS","video","https://www.facebook.com/ASUS/videos/1116879738355423/","2016-07-12","11848","910","2660","10495","564","765","12","10","2","1","2","2","0","0","1","3","0","0","0","0","2","2","4","0","0","0","1","0","0","0","0","0","0","1","0","3","0","1","0","0","0","0","0","0","0","1","1","4.9327","16","-1.125","3","10.7606","9.65286","10.7192","-1.5856"
"179161458793927_1116876781689052","The perfect entertainment master for unlimited experience, designed for multimedia lovers - #ASUS #ZenFone 3 Ultra","Perfect Entertainment Master - ZenFone 3 Ultra | ASUS","video","https://www.facebook.com/ASUS/videos/1116876781689052/","2016-07-11","2168","74","183","2018","67","79","2","1","1","0","1","1","0","0","2","2","0","0","0","0","3","2","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","3","4.9327","24","0.875","11","7.66188","6.46537","7.78782","-1.5856"
"179161458793927_1116896838353713","THERE IS NONE. And less is more. With its invisible antenna and 1.3mm slim bezel, the ZenFone 3 Deluxe is made more desirable, more beautiful and more powerful. See it for yourself. #Z3N #ZenFone #IncredibleIsNow","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1116896838353713/?type=3","2016-07-11","40054","168","174","39437","295","298","19","2","3","3","2","1","0","0","2","5","1","0","0","0","3","0","8","0","0","0","3","0","0","4","0","0","0","0","0","5","0","0","1","0","3","0","0","0","0","1","3","4.9327","0","0.625","5","22.4479","37.089","35.62","-1.5856"
"179161458793927_1116838928359504","Show us how creative you are and share either a photo, a drawing or a short video of what you would do with #ASUS #VivoStick! Are you up for the challenge?",,"video","https://www.facebook.com/ASUS/videos/1116838928359504/","2016-07-11","60","7","6","55","3","2","0","0","0","2","0","4","0","0","3","2","0","0","0","1","4","0","3","0","0","0","4","0","1","0","0","1","0","0","0","4","0","0","0","3","0","0","1","0","1","-3","3","0","8","0.375","2","12.3666","16.0563","17.4694","0"
"179161458793927_1115209115189152","#Zenbo, your smart little companion has something to remind you of.","Zenbo has something to remind you of","video","https://www.facebook.com/ASUS/videos/1115209115189152/","2016-07-10","359","3","17","349","5","4","0","0","1","0","0","0","0","0","1","2","0","0","0","0","2","0","1","0","0","0","2","0","0","0","0","0","0","1","0","2","0","0","0","0","1","0","0","0","0","0","1","0","8","-1.5","2","6.16871","8.80125","10.1651","0"
"179161458793927_1115769548466442","It's unbelievably powerful & amazingly convenient - It's the #Transformer3 Series.","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1115769548466442/?type=3","2016-07-09","91","6","5","84","4","0","0","0","3","1","1","1","0","0","0","2","0","0","0","0","0","0","2","0","0","0","2","0","2","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","2","2","0","16","0.5","4","14.4507","11.9883","12.9184","0"
"179161458793927_1110348582341872","Experience the seamless photo browsing and editing convenience with the updated #ASUSGallery! #ZenUI #PhotoCollage","Edit Photos Like A Pro! - ASUS Gallery | Zen UI","link","http://www.zenui.com/gallery_deeper_integration/?utm_source=FB_Global&utm_medium=Banner&utm_campaign=gallery","2016-07-08","75","8","2","72","2","1","0","0","0","1","0","2","0","0","1","1","0","0","0","0","6","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","16","-0.25","2","3.43612","3.76775","4.071","0"
"179161458793927_1114544305255633","Thanks for all the awesome entries we got by very talented and creative artists so far! 
Your turn - show us what you got for a chance to win a #VivoStick!","ASUS","link","https://goo.gl/X7D5gV","2016-07-07","51","4","1","50","1","0","0","0","0","1","0","3","0","0","3","3","0","0","0","0","3","3","0","0","1","0","4","0","3","0","0","0","0","1","0","4","2","0","0","0","0","0","1","0","0","-3","12","0","32","3.25","8","22.7472","25.5378","29.5017","0"
"179161458793927_1114501551926575","The 16MP rear camera, flash and color sensors are well positioned with the fingerprint sensor on the new #ZenFone 3, creating an overall aesthetically pleasing symmetry between elements.","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1114501551926575/?type=3","2016-07-07","116","13","7","107","8","0","0","1","0","1","1","4","0","0","3","3","0","0","0","0","7","2","1","0","0","0","0","0","2","0","0","0","0","0","0","4","0","2","1","1","0","0","0","0","0","1","0","0","16","-0.125","2","24.1474","17.3678","26.5337","0"
"179161458793927_1112580345452029","Get closer with Zen AiO available in 2 colors - Icicle Gold or Quartz Grey. Make a bold statement with the #ZenAiO Series!","Irresistible Creativity - Zen AiO Series | ASUS","video","https://www.facebook.com/ASUS/videos/1112580345452029/","2016-07-05","414","23","54","376","21","1","15","0","1","1","1","2","0","0","3","2","0","0","0","0","1","1","8","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","2","4.76633","8","0.875","2","14.2386","12.6385","12.0863","-0.95136"
"179161458793927_1112821785427885","A sleek, diamond-cut wonder with invisible antenna and 93.9mm width design which seems impossible â€” that's #ZenFone 3 Ultra created with PureMetal Technologyâ„¢","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1112821785427885/?type=3","2016-07-04","9076","285","465","8394","338","330","7","7","0","1","2","2","0","0","2","4","0","0","0","0","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","2","1","0","0","0","1","0","4.9327","-8","0","1","5.43027","5.67679","4.56643","-1.5856"
"179161458793927_1112709348772462","With #VivoStick, I could post like a superstar and watch football games with my family. Now it's your turn - what could you do with #VivoStick?","Get creative with ASUS #VivoStick for a chance to win 1 of 5!","link","https://goo.gl/X7D5gV","2016-07-04","45246","40","25","45193","37","13","1","0","2","1","0","1","0","0","4","0","0","0","0","2","5","1","2","0","0","0","5","0","1","0","0","0","0","0","0","3","0","0","0","0","1","0","1","0","0","-3","2","0","8","1.375","2","3.38042","2.85401","2.95698","0"
"179161458793927_1112225105487553","Perfectly positioned #ZenFone 3 Deluxe's rear fingerprint recognition is designed for the way you hold your phone.","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1112225105487553/?type=3","2016-07-03","1430","66","98","1322","73","34","1","0","0","0","1","1","0","0","1","1","0","0","0","0","4","0","2","0","0","1","2","0","1","0","0","0","0","0","0","4","0","0","2","1","1","0","0","0","0","0","0","4.9327","0","0.125","2","5.40811","5.20142","5.22065","-1.5856"
"179161458793927_1111666068876790","#ASUS #VivobookFlip #TP201 provides up to 1TB HDD storage!","VivoBook Flip TP201 | ASUS","link","https://www.asus.com/2-in-1-PCs/ASUS-VivoBook-Flip-TP201SA/","2016-07-02","686","8","15","670","11","5","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0.75","0","2.98264","4.96827","5.61731","0"
"179161458793927_1110958602280870","Show us the possibilities with ASUS #VivoStick for a chance to take one of these cool treats home with you!","Show Us Your Lifestyle With #VivoStick. - Get creative and win!","link","https://goo.gl/X7D5gV","2016-07-02","486","9","23","469","12","4","1","0","0","0","1","3","0","0","4","1","0","0","0","0","2","1","3","0","0","0","2","0","0","0","0","0","0","1","0","2","0","0","0","0","1","0","0","0","0","-3","3","0","8","2.25","0","6.42078","6.08319","10.5309","0"
"179161458793927_1111571138886283","#ZenAiO Pro is not just a Windows PC, but an extraordinary work of art that will add grace and style to any home, a true modern masterpiece.","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1111571138886283/?type=3","2016-07-02","1910","25","45","1837","53","18","1","1","0","2","0","4","0","1","1","3","0","0","0","1","6","0","3","0","0","0","0","0","2","0","0","0","0","1","0","2","0","0","0","0","1","1","0","0","0","3","1","0","32","3.181","13","15.5346","17.8232","22.3087","0"
"179161458793927_1110996705610393","ASUS #ZenBeam E1 gives you up to 5 hours of cable-free projection time. Additionally, it doubles as a power bank that charges your mobile devices on the go.","ASUS ZenBeam E1 Pocket Projector - Up to 5 hours of cable-free projection","link","https://www.asus.com/Projectors/ASUS-ZenBeam-E1/","2016-07-01","495","27","37","469","19","6","0","1","0","0","1","2","0","0","3","2","0","0","0","0","5","2","3","0","0","0","3","0","1","0","0","1","0","1","0","3","0","0","0","0","3","1","0","0","0","1","-2","4.25506","0","1.5","0","13.9063","13.3027","14.6205","-0.31712"
"179161458793927_1110488752327855","The new #ASUS #ZenFone 3 is encased with Corning Gorilla glass, sculpted to exude premium look and provide smooth clutch.","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1110488752327855/?type=3","2016-06-30","3518","112","92","3356","85","72","2","1","2","1","1","1","0","0","1","3","0","0","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","2","0","1","0","0","0","0","1","0","4.9327","8","0.5","2","11.2297","7.91317","15.0307","-1.5856"
"179161458793927_1106601759383221","Your all-in-one mobile file management tool! See files at a glance, manage your mobile's storage, and wireless transfer files between your mobile and PC! #ZenUIFileManager","ZenUI File Manager | ASUS","video","https://www.facebook.com/ASUS/videos/1106601759383221/","2016-06-30","299","7","15","276","22","1","0","0","0","2","0","1","0","0","2","5","0","0","0","0","8","2","0","0","0","1","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","-0.125","0","10.2383","7.14364","10.0977","0"
"179161458793927_1110263875683676","â‹† Get creative! Show and Tell us what you could do with the ASUS #VivoStick for a Chance to WIN one. â‹†","Show Your Lifestyle With #VivoStick.","event","https://www.facebook.com/events/247161112331597/","2016-06-29","151","7","0","144","7","0","0","0","0","1","1","2","0","0","3","1","0","0","0","1","2","0","3","0","0","0","2","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","1","0","0","-2","0","0","0","0","0","0","0","0","0"
"179161458793927_247161112331597",,"Show Your Lifestyle With #VivoStick.","event","https://www.facebook.com/events/247161112331597/","2016-06-29","126","3","0","122","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179161458793927_1109038365806227","Take everything you need with the #Zenbook UX310. It comes with up to 1TB HDD and 512 GB SSD.","gph.is","link","http://gph.is/290rDF0","2016-06-29","192","7","8","184","6","2","0","0","0","1","2","1","0","0","2","0","0","0","0","0","1","0","5","0","0","0","2","0","1","0","0","0","0","1","0","3","0","0","0","1","1","0","0","0","0","4","0","7.20212","0","0.375","-2","2.98264","4.96827","5.61731","0.31712"
"179161458793927_1108932759150121","#ASUS #VivoStick transforms your TV into a smart TV for non-stop live sport action. Just plug-and-play! Which team do you support for quarter-final?  #EURO2016","VivoStick PC - 2016 Football | ASUS","link","http://www.asus.com/event/2016/desktop/MiniPC-2016-Football/","2016-06-28","40687","38","21","40643","33","7","1","2","1","0","1","1","0","0","3","5","0","0","0","0","5","0","3","0","0","0","2","0","1","0","0","0","0","0","0","3","0","0","0","0","1","1","0","0","0","3","3","0","16","-1.25","10","5.91978","9.05008","8.24726","0"
"179161458793927_1109076385802425","Thank you! #ASUSROG got voted as the NO.1 gaming brand by the readers of CHIP Magazine Russia in 4 categories.","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1109076385802425/?type=3","2016-06-28","855","10","32","835","13","5","1","1","0","0","2","2","0","0","4","0","0","0","0","0","2","2","5","0","0","0","1","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","3","1","3.13605","0","-0.125","0","11.864","6.44747","6.03396","-0.31712"
"179161458793927_1108651675844896","#ASUS #VivoBook X series's 2.3mm key travel distance keyboard gives you a comfortable typing experience for prolonged periods","VivoBook | ASUS","link","http://gph.is/1XRylPZ","2016-06-27","857","23","25","840","11","4","1","1","0","0","1","1","0","0","1","3","0","0","0","0","6","1","3","0","0","1","1","0","0","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","3","2","0","8","-1","2","10.5504","8.85888","8.6621","0"
"179161458793927_1108469365863127","Checkout the awesome flexibility, power, and versatility of #ASUS #ZenBookFlip in its sleek and stylish design.",,"video","https://www.facebook.com/ASUS/videos/1108469365863127/","2016-06-27","389","10","33","375","13","0","0","0","1","2","0","1","0","0","2","3","0","0","0","0","5","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","32","1.875","8","16.7081","12.8748","14.5102","0"
"179161458793927_1108002789243118","Can't decide between an ASUS #ZenAiO or Zen AiO Pro? Take it easy! We'll help you decide.","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1108002789243118/?type=3","2016-06-26","304","6","19","294","9","1","0","0","0","1","0","1","0","1","1","1","0","0","0","2","0","0","4","0","0","0","3","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","2","2","0","0","0.375","3","0","0","0","0"
"179161458793927_1107484299294967","#ZenFone 3 Deluxe has you covered with 92MP super resolution front, and 23MP rear cameras. 4-axis optical stabilization with TriTech AF makes you a photo pro.","Timeline Photos","photo","https://www.facebook.com/ASUS/photos/a.186749591368447.43127.179161458793927/1107484299294967/?type=3","2016-06-25","2160","124","185","1962","102","89","2","3","2","1","2","1","0","0","2","4","0","0","0","0","6","1","4","0","0","0","2","0","0","0","0","0","0","0","0","3","0","0","1","0","2","0","0","0","0","1","3","4.9327","8","-0.25","2","13.4341","9.861","9.81072","-1.5856"
"179161458793927_1107403585969705","Catch every detail with the crisp QHD+ display of #ZenBookFlip.","ASUS ZenBook Flip UX360UA","link","http://ow.ly/OBKD301jAyZ","2016-06-25","1097","15","25","1071","14","11","0","1","0","0","0","2","0","0","2","1","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","8","0.875","1","3.82576","7.15539","7.67489","0"
"179161458793927_1106192039424193","Style up with ASUS #Zenbook #UX310 two-color Rose Gold and Quartz Grey accessorizing.","UX310UQ","link","http://www.asus.com/Notebooks/UX310UQ/","2016-06-24","184","11","8","176","5","3","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","7","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","3","0","0","0","0.75","0","2.98264","4.96827","5.61731","0"
"179161458793927_1106865449356852","Designed for daily computing, the stylish #ASUS #VivoBook X Series comes in multiple expressive colors and a variety of textured finishes to make sure you stand out from the crowd.","VivoBook X541UV | ASUS","link","http://www.asus.com/Notebooks/ASUS-VivoBook-X541UV/","2016-06-24","265","5","20","259","5","1","0","0","0","1","0","3","0","0","4","6","0","0","0","0","3","2","4","0","0","0","1","0","0","0","0","1","0","1","0","4","0","0","1","1","1","0","0","0","0","4","0","0","16","1.75","6","26.4733","34.8459","35.0211","0"
"179161458793927_1105450122831718","Did you know that #ASUS received this year's J.D. Power Award for the ""Highest Customer Satisfaction with Wireless Router in the US""? Thank you to everyone who supported us! 
For J.D. Power award information, visit JDPower.com: http://www.jdpower.com/press-releases/2015-wireless-router-satisfaction-report","gph.is","link","http://gph.is/28MpYQP","2016-06-24","36273","38","67","36164","67","36","3","0","3","0","0","3","0","0","5","0","0","1","0","0","8","0","10","0","0","1","3","0","0","0","0","0","0","1","0","5","3","0","0","1","0","0","1","0","0","3","5","0","16","1.25","2","5","3.36217","5.72499","0"
