,Word,ExpectedRate
244,aerial/a,4.65353199783
245,aerobic/a,3.48552245598
246,aerodynamic/a,1.0
247,aesthetic/a,3.28997649276
248,aesthetical/a,4.0
249,aesthetically/r,3.24161974276
250,afar/r,5.0
251,affable/a,3.50223253113
252,affected/a,2.68955664343
253,affectionate/a,3.91172626922
254,affectionately/r,5.0
255,affective/a,2.41612499549
256,affiliated/a,2.35882968661
257,affirmative/a,3.07300679217
258,affirmatively/r,2.0
259,affluent/a,3.76315496805
260,affordable/a,3.93555512397
261,afield/r,3.89799413255
262,aflame/a,5.0
263,afoot/r,5.0
264,aforementioned/a,2.87457560302
265,aforesaid/a,5.0
266,afoul/a,3.85192371615
267,afraid/a,2.9648895528
268,african-american/a,2.25638916438
269,african/a,3.18270773286
270,afro-american/a,5.0
271,aft/r,5.0
272,after all/r,3.01966116856
273,after hours/r,3.14964831462
274,after-hours/a,4.0
275,after-school/a,2.19695315671
276,after/a,2.918209068
277,after/r,2.64213511496
278,afterward/r,3.08957485688
279,afterwards/r,2.87067131218
280,again and again/r,3.64211414173
281,again/r,3.19789511028
282,against the clock/r,2.39425835093
283,against the wind/r,2.92427322752
284,against time/r,3.32075729245
285,agape/a,1.0
286,age-old/a,3.13985375362
287,age-related/a,4.38603467358
288,ageing/a,5.0
289,ageless/a,5.0
290,aggravating/a,2.55061767812
291,aggravatingly/r,1.0
292,aggregate/a,3.4740180826
293,aggressive/a,3.02262790852
294,aggressively/r,2.76430122844
295,aghast/a,2.34930907586
296,agile/a,2.79670439278
297,aglow/a,3.0
298,agnostic/a,2.68094855304
299,ago/r,3.25840792708
300,agonizing/a,2.91476836386
301,agonizingly/r,1.90672202453
302,agoraphobic/a,1.69715550582
303,agrarian/a,3.52142561524
304,agreeable/a,3.07764269163
305,agreeably/r,3.85192371615
306,agreed upon/a,1.70293208567
307,agricultural/a,3.70659549881
308,ahead of the game/r,3.11671757437
309,ahead of time/r,3.12375538164
310,ahead/r,3.02661390248
311,ahistorical/a,2.55498691407
312,ailing/a,3.54123448058
313,aimless/a,1.6746729441
314,aimlessly/r,2.59724799927
315,air-conditioned/a,4.4142973643
316,air-tight/a,2.12617748464
317,airborne/a,1.7539967135
318,airtight/a,3.54123448058
319,airy/a,3.77699138591
320,ajar/a,3.0
321,akin/a,3.0488280924
322,alarmed/a,2.89176631862
323,alarming/a,3.10452838247
324,alarmingly/r,2.54034874108
325,alaskan/a,3.7319700272
326,albanian/a,2.0
327,alchemical/a,5.0
328,alcoholic/a,3.54114246627
329,aleatory/a,4.0
330,alert/a,3.1269656892
331,algebraic/a,5.0
332,alien/a,3.20351508305
333,alike/r,3.23566606199
334,alive/a,3.42029671638
335,alkaline/a,1.0
336,all along/r,3.42450771642
337,all at once/r,3.73191195629
338,all day long/r,3.65246830115
339,all important/a,3.51490602424
340,all in all/r,3.50074946531
341,all in/a,3.35229218526
342,all of a sudden/r,2.24907397879
343,all over/a,2.61061593247
344,all over/r,2.61061593247
345,all right/a,2.89324823028
346,all right/r,2.89324823028
347,all the same/r,2.92180688946
348,all the time/r,3.05137827519
349,all the way/r,3.03544147487
350,all together/r,3.06528953373
351,all told/r,3.18773566576
352,all too/r,3.16537260591
353,all-around/a,3.72053887394
354,all-embracing/a,1.69715550582
355,all-encompassing/a,2.71151750534
356,all-important/a,4.18836859305
357,all-inclusive/a,3.34765833054
358,all-knowing/a,2.72678161036
359,all-night/a,4.38603467358
360,all-or-nothing/a,3.48826976584
361,all-out/a,4.71550707449
362,all-powerful/a,2.41612499549
363,all-purpose/a,4.83416394503
364,all-round/a,3.7150934173
365,all-time/a,3.4652157411
366,all-weather/a,5.0
367,all/r,2.03228301725
368,alleged/a,1.74916227738
369,allegedly/r,2.57106816009
370,allegorical/a,1.9466014969
371,allegorically/r,5.0
372,allergenic/a,3.67927482675
373,allergic/a,2.26597085628
374,alleviated/a,4.0
375,allied/a,5.0
376,alliterative/a,5.0
377,allopathic/a,5.0
378,allotted/a,3.0
379,allowable/a,4.38603467358
380,alluring/a,3.50421401405
381,almighty/a,5.0
382,almost/r,3.09372356682
383,aloft/r,5.0
384,alone/a,2.41956061672
385,alone/r,2.93279480125
386,along/r,3.29080953691
387,aloof/a,1.72519088395
388,aloof/r,4.0
389,aloud/r,3.8715499694
390,alphabetical/a,3.30783920844
391,alphabetically/r,2.77067256645
392,already/r,3.08139942107
393,alright/a,2.92518087447
394,also known as/r,2.24537814042
395,also/r,3.42040848501
396,alterative/a,3.0
397,altered/a,2.68746396458
398,alternate/a,3.03501977102
399,alternately/r,3.8875276074
400,alternative/a,2.7192385602
401,alternatively/r,3.27703255882
402,altogether/r,3.18135684014
403,altruistic/a,3.07321358966
404,always/r,3.56159897859
405,amateur/a,2.87417479895
406,amateurish/a,1.65397662337
407,amateurishly/r,1.46640308389
408,amazing/a,4.12427817693
409,amazingly/r,3.94201996863
410,ambient/a,3.23456518082
411,ambiguous/a,2.53777720663
412,ambiguously/r,2.06446524902
413,ambitious/a,3.48526356539
414,ambitiously/r,2.39425835093
415,ambivalent/a,3.6314132315
416,amenable/a,3.52216364864
417,american/a,3.369163401
418,amiable/a,3.30187413742
419,amiably/r,5.0
420,amicable/a,3.67927482675
421,amicably/r,2.19695315671
422,amino/a,3.07725455683
423,amiss/a,3.67022867916
424,amnesiac/a,5.0
425,amok/r,3.28685103725
426,amorous/a,3.04406883979
427,amorphous/a,2.79794679158
428,amphibian/a,5.0
429,amphibious/a,4.71550707449
430,ample/a,3.80707638474
431,amply/r,3.36912992209
432,amusing/a,3.23887108065
433,amusingly/r,4.13211074525
434,anabolic/a,1.38185422482
435,anachronistic/a,2.41889834484
436,anachronistically/r,4.0
437,anaemic/a,4.0
438,anaerobic/a,5.0
439,anal retentive/a,3.37110437324
440,anal/a,3.00733141533
441,analogical/a,5.0
442,analogous/a,3.39893434393
443,analogue/a,5.0
444,analytic/a,3.65307347174
445,analytical/a,3.63026466723
446,analytically/r,2.53353250451
447,anamorphic/a,1.7539967135
448,anarchic/a,4.0
449,anatomical/a,3.13901107596
450,ancestral/a,3.38164673307
451,ancient/a,2.99781233558
452,ancillary/a,3.58193793691
453,and how/r,3.62230224569
454,and so forth/r,3.27752917241
455,and so on/r,3.28962068169
456,and so/r,3.25653999225
457,and then some/r,3.87485472472
458,and then/r,2.8548753231
459,andean/a,5.0
460,androgenous/a,5.0
461,androgynous/a,5.0
462,anecdotal/a,2.46529704506
463,anecdotical/a,4.0
464,anemic/a,1.98621301998
465,anew/r,3.38637703231
466,angelic/a,4.38603467358
467,angered/a,1.16202200818
468,angled/a,5.0
469,anglican/a,2.82835745231
470,angrily/r,1.8545833646
471,angry/a,2.36255588193
472,anguished/a,2.53353250451
473,angular/a,3.54123448058
474,animal/a,3.31329756857
475,animalistic/a,1.0
476,animated/a,3.08776532374
477,ankle-deep/a,2.39425835093
478,anno domini/r,3.54123448058
479,annoyed/a,2.47665519145
480,annoying/a,2.38008328641
481,annoyingly/r,2.61912126249
482,annual/a,3.22254994041
483,annually/r,3.69416766749
484,anomalous/a,2.51849209393
485,anonymous/a,4.01843430536
486,anonymously/r,2.93884058805
487,anorexic/a,5.0
488,answerable/a,4.71550707449
489,antagonistic/a,4.02232971694
490,antebellum/a,1.0
491,anthropic/a,2.97703754201
492,anthropogenic/a,3.42431887681
493,anthropological/a,3.03595531579
494,anthropomorphic/a,3.54128811483
495,anti-american/a,1.55130421716
496,anti-intellectual/a,1.31065210519
497,anti-semitic/a,1.0
498,anti/a,2.2415801517
499,antibacterial/a,1.69715550582
500,antibiotic/a,2.53353250451
501,antic/a,1.0
502,anticipated/a,2.25491738181
503,anticipatory/a,5.0
504,anticlimactic/a,2.48920915971
505,antidotal/a,5.0
506,antimicrobial/a,5.0
507,antiquarian/a,4.46010837183
508,antiquated/a,2.1380769179
509,antique/a,4.15512312793
510,antisemitic/a,5.0
511,antiseptic/a,3.64095603133
512,antisocial/a,3.49500288841
513,antithetical/a,4.38603467358
514,antithetically/r,3.0
515,antiviral/a,5.0
516,antsy/a,3.91172626922
517,anxious/a,3.19266214302
518,anxiously/r,2.93186039542
519,any longer/r,2.65412676743
520,any/r,1.0
521,anymore/r,2.48472784444
522,anyway/r,2.95881954082
523,anyways/r,2.72176664925
524,anywhere/r,3.39322887433
525,apart/r,3.03368417099
526,apathetic/a,1.9799169839
527,apathetically/r,5.0
528,apian/a,5.0
529,apiece/r,3.63902395276
530,apocalyptic/a,2.82987436673
531,apocryphal/a,1.6165096216
532,apolitical/a,1.69715550582
533,apologetic/a,2.63695211561
534,apologetically/r,3.67927482675
535,apoplectic/a,4.55703465568
536,apostolic/a,5.0
537,appalled/a,1.55698503966
538,appalling/a,2.27676175669
539,appallingly/r,1.52243812372
540,apparent/a,2.59045405954
541,apparently/r,2.29573935158
542,appealing/a,3.03159363867
543,appealingly/r,3.75345810224
544,appellate/a,5.0
545,appetizing/a,2.94482806302
546,applicable/a,3.74686037329
547,applied/a,3.15964479533
548,appointed/a,2.39425835093
549,appreciable/a,3.81837546358
550,appreciably/r,5.0
551,appreciative/a,3.1421862659
552,apprehensive/a,4.14496424394
553,approachable/a,4.07837055269
554,appropriate/a,3.08620384852
555,appropriately/r,2.93254998404
556,approved/a,5.0
557,approvingly/r,2.55498691407
558,approximate/a,3.11402795061
559,approximately/r,2.65047540974
560,appurtenant/a,5.0
561,apropos/a,4.38603467358
562,apt/a,3.4172590278
563,aptly/r,3.28013523661
564,aquatic/a,4.38603467358
565,arabian/a,3.14311218868
566,arabic/a,4.38603467358
567,arable/a,4.0
568,arbitrarily/r,2.47704156835
569,arbitrary/a,2.37303926334
570,arcane/a,2.78886019444
571,archaeological/a,1.4429177827
572,archaic/a,2.21148064614
573,arched/a,2.918209068
574,archeological/a,4.0
575,archetypal/a,4.27826756272
576,archetypical/a,5.0
577,architectural/a,3.71279425635
578,architecturally/r,3.74074001563
579,archival/a,5.0
580,arctic/a,3.85192371615
581,ardent/a,3.80547802798
582,ardently/r,5.0
583,arduous/a,3.57886801116
584,arduously/r,5.0
585,argentine/a,1.69715550582
586,argentinian/a,4.0
587,arguable/a,5.0
588,arguably/r,4.05786520026
589,argumentative/a,2.39120715663
590,arid/a,3.54123448058
591,aristocratic/a,3.49329255119
592,aristotelian/a,4.0
593,armed/a,1.82488360904
594,armenian/a,4.0
595,armored/a,2.53730897179
596,armoured/a,5.0
597,aromatic/a,4.23918399439
598,around the bend/a,2.918209068
599,around the clock/r,3.78899907902
600,around-the-clock/a,3.54123448058
601,around/r,2.86902923549
602,arresting/a,4.0
603,arrogant/a,2.10307016562
604,arrogantly/r,1.82366377067
605,arterial/a,5.0
606,artesian/a,5.0
607,artful/a,4.26507568534
608,artfully/r,4.27724475048
609,arthritic/a,4.65353199783
610,articulated/a,4.38603467358
611,articulately/r,3.67927482675
612,artificial/a,2.92290792425
613,artificially/r,2.43015126406
614,artistic/a,3.15995528549
615,artistically/r,3.28685103725
616,artless/a,1.38185422482
617,as a group/r,2.7141631489
618,as a matter of fact/r,3.07591893301
619,as far as possible/r,4.55703465568
620,as follows/r,2.76548777569
621,as if by magic/r,5.0
622,as it is/r,3.27763114574
623,as it were/r,2.43710005622
624,as luck would have it/r,2.22340849732
625,as much as possible/r,3.31233284261
626,as needed/r,3.4562076483
627,as required/r,2.72473597925
628,as such/r,3.19565373054
629,as the crow flies/r,2.72678161036
630,as usual/r,3.30437409073
631,as we say/r,4.71550707449
632,as well/r,3.55559746408
633,as yet/r,2.79598366329
634,as/r,3.18476440284
635,asap/r,4.0
636,ascetic/a,4.0
637,ascetically/r,5.0
638,asexual/a,1.0
639,ashamed/a,1.90264697236
640,ashore/r,4.0
641,ashy/a,3.0
642,asian/a,2.93519968642
643,aside/r,2.95595698486
644,asinine/a,2.58354261067
645,askew/r,1.0
646,asleep/a,2.65457848484
647,asleep/r,2.71485056425
648,assailable/a,1.0
649,assertive/a,3.05555432272
650,assertively/r,3.88939077465
651,assiduously/r,5.0
652,assigned/a,3.07583417278
653,assistant/a,2.0
654,assistive/a,3.59599590367
655,associate/a,3.39505771671
656,associative/a,2.79794679158
657,assorted/a,3.18730597129
658,assumed/a,2.47740616786
659,assuredly/r,3.1385691509
660,asteroid/a,4.38603467358
661,asthmatic/a,2.40696487076
662,astonished/a,3.13901107596
663,astonishing/a,3.79015632869
664,astonishingly/r,3.01833537271
665,astounded/a,3.03106821243
666,astounding/a,3.31133355753
667,astral/a,3.23513617318
668,astray/r,2.89222074036
669,astrological/a,5.0
670,astronomic/a,1.69715550582
671,astronomical/a,2.72230442989
672,astronomically/r,3.54132184315
673,astute/a,2.86821441666
674,astutely/r,2.76868237114
675,asunder/a,5.0
676,asunder/r,5.0
677,asymmetric/a,4.55703465568
678,asymmetrical/a,2.0
679,asymptotic/a,4.0
680,at a loss/a,3.60405844572
681,at a loss/r,3.60405844572
682,at a low price/r,3.91172626922
683,at a time/r,3.33810848344
684,at all costs/r,1.55849201993
685,at all/r,2.78346768602
686,at any cost/r,1.98984816724
687,at any expense/r,4.0
688,at any rate/r,3.2226840213
689,at arm's length/r,3.43852542354
690,at bay/a,3.47588715677
691,at best/r,2.12474751328
692,at bottom/r,3.58196891274
693,at close range/r,1.0
694,at fault/a,1.77449712251
695,at first blush/r,2.73590400882
696,at first glance/r,2.73762436599
697,at first hand/r,4.55703465568
698,at first sight/r,3.27879250324
699,at hand/a,3.05468232218
700,at heart/r,3.69138456206
701,at home/r,3.74896741841
702,at large/a,3.08377660113
703,at large/r,3.08377660113
704,at last/r,3.39303808312
705,at least/r,2.76912375444
706,at leisure/r,5.0
707,at length/r,3.17873804014
708,at long last/r,3.69416766749
709,at most/r,3.29237498762
710,at odds/a,3.10731773191
711,at once/r,3.34022497903
712,at one time/r,2.79101320038
713,at peace/a,3.67136579779
714,at present/r,3.80337277993
715,at random/r,2.7517291742
716,at rest/a,4.0414231566
717,at sea/a,3.57515700526
718,at stake/r,3.33829745892
719,at that place/r,2.20511034672
720,at the best/r,3.23688984099
721,at the least/r,2.60903580993
722,at the most/r,2.86343890459
723,at the ready/a,4.65353199783
724,at the same time/r,3.31585158892
725,at the worst/r,2.55757642281
726,at times/r,3.36738032246
727,at variance/a,2.69732292234
728,at will/r,3.49038444962
729,at work/a,3.5751480752
730,at worst/r,2.02355953638
731,atavistic/a,4.38603467358
732,atheist/a,2.32320531783
733,atheistic/a,2.48893038143
734,athenian/a,4.38603467358
735,athletic/a,3.22965920877
736,atlantic/a,5.0
737,atmospheric/a,4.10341525629
738,atomic/a,3.96576262426
739,atrocious/a,1.65908901289
740,atrociously/r,2.39090677719
741,attached/a,3.77048963125
742,attainable/a,3.89537333199
743,attempted/a,4.55703465568
744,attendant/a,2.70494005176
745,attentive/a,3.8662364986
746,attentively/r,4.48536764095
747,attic/a,1.55698503966
748,attired/a,4.0
749,attractive/a,3.34194825155
750,attractively/r,4.01026180007
751,attributable/a,3.0943863849
752,atypical/a,2.77733886133
753,atypically/r,2.32320531783
754,au courant/a,4.0
755,au fait/a,5.0
756,au jus/a,4.0
757,audacious/a,3.20228285903
758,audaciously/r,1.38185422482
759,audible/a,3.20279015301
760,audibly/r,3.88939077465
761,audiovisual/a,5.0
762,auditory/a,4.19487588161
763,augmented/a,4.0
764,august/a,3.17992995051
765,aural/a,4.55703465568
766,aurally/r,2.0
767,auric/a,5.0
768,auspicious/a,3.00884869935
769,auspiciously/r,3.0
770,austere/a,3.65688543681
771,australian/a,3.41610117966
772,austrian/a,5.0
773,authentic/a,3.34861580261
774,authentically/r,3.39479681023
775,authorial/a,3.4832375594
776,authoritarian/a,3.17114519477
777,authoritative/a,3.47383857873
778,authoritatively/r,1.54862702861
779,authorized/a,1.44332519123
780,autistic/a,2.6280097759
781,autobiographic/a,5.0
782,autobiographical/a,3.32667983512
783,autocratic/a,2.08404997278
784,autographed/a,3.64095603133
785,autoimmune/a,4.31196832847
786,automated/a,2.77641949338
787,automatic/a,3.20271915259
788,automatically/r,3.01488815579
789,automotive/a,3.01115789904
790,autonomic/a,5.0
791,autonomous/a,4.0
792,autumnal/a,4.38603467358
793,auxiliary/a,3.0
794,available/a,3.19135169224
795,avant-garde/a,2.55498691407
796,avaricious/a,3.54123448058
797,average/a,3.11046264904
798,averse/a,4.0
799,avian/a,2.97703754201
800,avid/a,3.60929695074
801,avidly/r,2.78762281036
802,avoidable/a,2.97304388498
803,avowed/a,4.0
804,awake/a,2.52683520854
805,award-winning/a,4.71550707449
806,aware/a,3.17832018775
807,awash/a,4.04182769766
808,away/r,3.29591546125
809,awe-inspiring/a,3.58459689406
810,awed/a,3.99178568996
811,awesome/a,4.00112197537
812,awestruck/a,2.19236093372
813,awful/a,2.1059525569
814,awfully/r,2.35824076201
815,awhile/r,3.13374648178
816,awkward/a,2.73531658416
817,awkwardly/r,2.49382928353
818,awry/a,2.45923445878
819,awry/r,4.14367974875
820,axillary/a,1.0
821,axiomatic/a,3.31296396216
822,axiomatically/r,5.0
823,babyish/a,5.0
824,babylonian/a,3.36502508426
825,back and forth/r,2.97465501352
826,back-channel/a,4.0
827,back-to-back/a,4.32129509015
828,back/a,3.34343143634
829,back/r,2.99065633019
830,backed/a,1.69715550582
831,backhanded/a,5.0
832,backless/a,5.0
833,backstage/r,4.24820365572
834,backward and forward/r,3.0
835,backward/r,3.1337655984
836,backwards/r,3.47578211049
837,bacterial/a,4.38603467358
838,bad/a,2.42829697383
839,bad/r,2.84324094856
840,badly/r,2.16422591878
841,baffled/a,3.0
842,baffling/a,5.0
843,baggy/a,1.69715550582
844,baked/a,3.88047303677
845,baking hot/a,2.55498691407
846,balanced/a,3.07209729839
847,bald/a,2.89782625386
848,baldly/r,5.0
849,ballistic/a,1.7539967135
850,balmy/a,1.0
851,balsamic/a,2.53353250451
852,banal/a,1.96844071458
853,bankable/a,2.55498691407
854,bankrupt/a,2.18835663781
855,baptismal/a,5.0
856,barbaric/a,3.50744015543
857,barbarous/a,4.0
858,barbed/a,3.54123448058
859,bare-knuckled/a,4.0
860,bare/a,2.58834084634
861,barefooted/a,1.0
862,barelegged/a,4.0
863,barely/r,2.43871284146
864,baroque/a,2.0
865,barren/a,3.42198028223
866,barricaded/a,3.0
867,base/a,1.87605940567
868,baseless/a,1.26293643217
869,bashful/a,5.0
870,basic/a,3.10579377182
871,basically/r,2.48268606475
872,bated/a,3.39505771671
873,battered/a,3.71871707385
874,bayesian/a,4.17327050691
875,bearable/a,2.35839485951
876,bearish/a,3.13901107596
877,beastly/r,4.0
878,beat-up/a,5.0
879,beat/a,3.73823926208
880,beatable/a,1.69715550582
881,beaten/a,3.6095638115
882,beautiful/a,3.7819134312
883,beautifully/r,4.13599293521
884,becomingly/r,5.0
885,bedded/a,3.32609991586
886,bedridden/a,5.0
887,beefed-up/a,5.0
888,beefy/a,2.24827185782
889,befitting/a,3.32679955645
890,before christ/r,3.71635908091
891,before long/r,3.68894999388
892,before/r,2.81939835038
893,beforehand/r,2.97294967937
894,begotten/a,4.05350838058
895,behavioral/a,3.24887131483
896,behavioural/a,3.09854299196
897,behind-the-scenes/a,3.05177184402
898,behind/r,4.13211074525
899,beholden/a,2.80168072273
900,beige/a,3.18853842729
901,belated/a,3.85332387925
902,belatedly/r,1.69715550582
903,belgian/a,3.48880090632
904,believable/a,2.86860948356
905,believably/r,2.15550736166
906,bell-bottomed/a,3.0
907,bellicose/a,1.7539967135
908,belligerent/a,2.918209068
909,beloved/a,3.71097000632
910,below the belt/a,5.0
911,below the belt/r,5.0
912,below/r,3.64095603133
913,bemused/a,3.80547802798
914,benedictine/a,5.0
915,benefic/a,5.0
916,beneficial/a,3.58855870367
917,benevolent/a,2.72120215503
918,benighted/a,3.54123448058
919,benign/a,3.55174792369
920,benignly/r,4.0
921,bent on/a,2.36151516615
922,bent/a,2.52745467103
923,bereft/a,2.21675955998
924,best of all/r,4.30991109136
925,best-known/a,5.0
926,best-selling/a,2.99490272406
927,best/a,3.69116824232
928,best/r,3.296510268
929,bestial/a,1.69715550582
930,beta/a,1.31343303919
931,better off/a,2.35728456119
932,better-known/a,4.55703465568
933,better/a,3.00874128989
934,better/r,3.05815534939
935,bewildered/a,2.45516154619
936,bewilderingly/r,5.0
937,beyond a doubt/r,5.0
938,beyond a shadow of a doubt/r,3.0
939,beyond measure/r,4.48536764095
940,beyond/r,1.0
941,biblical/a,2.69441606052
942,bibliographic/a,4.38603467358
943,bibliographical/a,4.38603467358
944,bicameral/a,5.0
945,big-ticket/a,5.0
946,big/a,3.30725780617
947,bigger/a,3.38218682703
948,biggish/a,3.0
949,bigoted/a,2.58354261067
950,bilateral/a,5.0
951,bilingual/a,2.79794679158
952,bilious/a,2.32320531783
953,binary/a,2.32320531783
954,binding/a,3.96666650394
