Word,ExpectedRate
allegedly,2.57106816
allegorical,1.946601497
allegorically,5
allergenic,3.679274827
allergic,2.265970856
alleviated,4
allied,5
alliterative,5
allopathic,5
allotted,3
allowable,4.386034674
alluring,3.504214014
almighty,5
almost,3.093723567
aloft,5
alone,2.419560617
alone,2.932794801
along,3.290809537
aloof,1.725190884
aloof,4
aloud,3.871549969
alphabetical,3.307839208
alphabetically,2.770672566
already,3.081399421
alright,2.925180874
also known as,2.24537814
also,3.420408485
alterative,3
altered,2.687463965
alternate,3.035019771
alternately,3.887527607
alternative,2.71923856
alternatively,3.277032559
altogether,3.18135684
altruistic,3.07321359
always,3.561598979
amateur,2.874174799
amateurish,1.653976623
amateurishly,1.466403084
amazing,4.124278177
amazingly,3.942019969
ambient,3.234565181
ambiguous,2.537777207
ambiguously,2.064465249
ambitious,3.485263565
ambitiously,2.394258351
ambivalent,3.631413232
amenable,3.522163649
american,3.369163401
amiable,3.301874137
amiably,5
amicable,3.679274827
amicably,2.196953157
amino,3.077254557
amiss,3.670228679
amnesiac,5
amok,3.286851037
amorous,3.04406884
amorphous,2.797946792
amphibian,5
amphibious,4.715507074
ample,3.807076385
amply,3.369129922
amusing,3.238871081
amusingly,4.132110745
anabolic,1.381854225
anachronistic,2.418898345
anachronistically,4
anaemic,4
anaerobic,5
anal retentive,3.371104373
anal,3.007331415
analogical,5
analogous,3.398934344
analogue,5
analytic,3.653073472
analytical,3.630264667
analytically,2.533532505
anamorphic,1.753996714
anarchic,4
anatomical,3.139011076
ancestral,3.381646733
ancient,2.997812336
ancillary,3.581937937
and how,3.622302246
and so forth,3.277529172
and so on,3.289620682
and so,3.256539992
and then some,3.874854725
and then,2.854875323
andean,5
androgenous,5
androgynous,5
anecdotal,2.465297045
anecdotical,4
anemic,1.98621302
anew,3.386377032
angelic,4.386034674
angered,1.162022008
angled,5
anglican,2.828357452
angrily,1.854583365
angry,2.362555882
anguished,2.533532505
angular,3.541234481
animal,3.313297569
animalistic,1
animated,3.087765324
ankle-deep,2.394258351
anno domini,3.541234481
annoyed,2.476655191
annoying,2.380083286
annoyingly,2.619121262
annual,3.22254994
annually,3.694167667
anomalous,2.518492094
anonymous,4.018434305
anonymously,2.938840588
anorexic,5
answerable,4.715507074
antagonistic,4.022329717
antebellum,1
anthropic,2.977037542
anthropogenic,3.424318877
anthropological,3.035955316
anthropomorphic,3.541288115
anti-american,1.551304217
anti-intellectual,1.310652105
anti-semitic,1
anti,2.241580152
antibacterial,1.697155506
antibiotic,2.533532505
antic,1
anticipated,2.254917382
anticipatory,5
anticlimactic,2.48920916
antidotal,5
antimicrobial,5
antiquarian,4.460108372
antiquated,2.138076918
antique,4.155123128
antisemitic,5
antiseptic,3.640956031
antisocial,3.495002888
antithetical,4.386034674
antithetically,3
antiviral,5
antsy,3.911726269
anxious,3.192662143
anxiously,2.931860395
any longer,2.654126767
any,1
anymore,2.484727844
anyway,2.958819541
anyways,2.721766649
anywhere,3.393228874
apart,3.033684171
apathetic,1.979916984
apathetically,5
apian,5
apiece,3.639023953
apocalyptic,2.829874367
apocryphal,1.616509622
apolitical,1.697155506
apologetic,2.636952116
apologetically,3.679274827
apoplectic,4.557034656
apostolic,5
appalled,1.55698504
appalling,2.276761757
appallingly,1.522438124
apparent,2.59045406
apparently,2.295739352
appealing,3.031593639
appealingly,3.753458102
appellate,5
appetizing,2.944828063
applicable,3.746860373
applied,3.159644795
appointed,2.394258351
appreciable,3.818375464
appreciably,5
appreciative,3.142186266
apprehensive,4.144964244
approachable,4.078370553
appropriate,3.086203849
appropriately,2.932549984
approved,5
approvingly,2.554986914
approximate,3.114027951
approximately,2.65047541
appurtenant,5
apropos,4.386034674
apt,3.417259028
aptly,3.280135237
aquatic,4.386034674
arabian,3.143112189
arabic,4.386034674
arable,4
arbitrarily,2.477041568
arbitrary,2.373039263
arcane,2.788860194
archaeological,1.442917783
archaic,2.211480646
arched,2.918209068
archeological,4
archetypal,4.278267563
archetypical,5
architectural,3.712794256
architecturally,3.740740016
archival,5
arctic,3.851923716
ardent,3.805478028
ardently,5
arduous,3.578868011
arduously,5
argentine,1.697155506
argentinian,4
arguable,5
arguably,4.0578652
argumentative,2.391207157
arid,3.541234481
aristocratic,3.493292551
aristotelian,4
armed,1.824883609
armenian,4
armored,2.537308972
armoured,5
aromatic,4.239183994
around the bend,2.918209068
around the clock,3.788999079
around-the-clock,3.541234481
around,2.869029235
arresting,4
arrogant,2.103070166
arrogantly,1.823663771
arterial,5
artesian,5
artful,4.265075685
artfully,4.27724475
arthritic,4.653531998
articulated,4.386034674
articulately,3.679274827
artificial,2.922907924
artificially,2.430151264
artistic,3.159955285
artistically,3.286851037
artless,1.381854225
as a group,2.714163149
as a matter of fact,3.075918933
as far as possible,4.557034656
as follows,2.765487776
as if by magic,5
as it is,3.277631146
as it were,2.437100056
as luck would have it,2.223408497
as much as possible,3.312332843
as needed,3.456207648
as required,2.724735979
as such,3.195653731
as the crow flies,2.72678161
as usual,3.304374091
as we say,4.715507074
as well,3.555597464
as yet,2.795983663
as,3.184764403
asap,4
ascetic,4
ascetically,5
asexual,1
ashamed,1.902646972
ashore,4
ashy,3
asian,2.935199686
aside,2.955956985
asinine,2.583542611
askew,1
asleep,2.654578485
asleep,2.714850564
assailable,1
assertive,3.055554323
assertively,3.889390775
assiduously,5
assigned,3.075834173
assistant,2
assistive,3.595995904
associate,3.395057717
associative,2.797946792
assorted,3.187305971
assumed,2.477406168
assuredly,3.138569151
asteroid,4.386034674
asthmatic,2.406964871
astonished,3.139011076
astonishing,3.790156329
astonishingly,3.018335373
astounded,3.031068212
astounding,3.311333558
astral,3.235136173
astray,2.89222074
astrological,5
astronomic,1.697155506
astronomical,2.72230443
astronomically,3.541321843
astute,2.868214417
astutely,2.768682371
asunder,5
asunder,5
asymmetric,4.557034656
asymmetrical,2
asymptotic,4
at a loss,3.604058446
at a loss,3.604058446
at a low price,3.911726269
at a time,3.338108483
at all costs,1.55849202
at all,2.783467686
at any cost,1.989848167
at any expense,4
at any rate,3.222684021
at arm's length,3.438525424
at bay,3.475887157
at best,2.124747513
at bottom,3.581968913
at close range,1
at fault,1.774497123
at first blush,2.735904009
at first glance,2.737624366
at first hand,4.557034656
at first sight,3.278792503
at hand,3.054682322
at heart,3.691384562
at home,3.748967418
at large,3.083776601
at large,3.083776601
at last,3.393038083
at least,2.769123754
at leisure,5
at length,3.17873804
at long last,3.694167667
at most,3.292374988
at odds,3.107317732
at once,3.340224979
at one time,2.7910132
at peace,3.671365798
at present,3.80337278
at random,2.751729174
at rest,4.041423157
at sea,3.575157005
at stake,3.338297459
at that place,2.205110347
at the best,3.236889841
at the least,2.60903581
at the most,2.863438905
at the ready,4.653531998
at the same time,3.315851589
at the worst,2.557576423
at times,3.367380322
at variance,2.697322922
at will,3.49038445
at work,3.575148075
at worst,2.023559536
atavistic,4.386034674
atheist,2.323205318
atheistic,2.488930381
athenian,4.386034674
athletic,3.229659209
atlantic,5
atmospheric,4.103415256
atomic,3.965762624
atrocious,1.659089013
atrociously,2.390906777
attached,3.770489631
attainable,3.895373332
attempted,4.557034656
attendant,2.704940052
attentive,3.866236499
attentively,4.485367641
attic,1.55698504
attired,4
attractive,3.341948252
attractively,4.0102618
attributable,3.094386385
atypical,2.777338861
atypically,2.323205318
au courant,4
au fait,5
au jus,4
audacious,3.202282859
audaciously,1.381854225
audible,3.202790153
audibly,3.889390775
audiovisual,5
auditory,4.194875882
augmented,4
august,3.179929951
aural,4.557034656
aurally,2
auric,5
auspicious,3.008848699
auspiciously,3
austere,3.656885437
australian,3.41610118
austrian,5
authentic,3.348615803
authentically,3.39479681
authorial,3.483237559
authoritarian,3.171145195
authoritative,3.473838579
authoritatively,1.548627029
authorized,1.443325191
autistic,2.628009776
autobiographic,5
autobiographical,3.326679835
autocratic,2.084049973
autographed,3.640956031
autoimmune,4.311968328
automated,2.776419493
automatic,3.202719153
automatically,3.014888156
automotive,3.011157899
autonomic,5
autonomous,4
autumnal,4.386034674
auxiliary,3
available,3.191351692
avant-garde,2.554986914
avaricious,3.541234481
average,3.110462649
averse,4
avian,2.977037542
avid,3.609296951
avidly,2.78762281
avoidable,2.973043885
avowed,4
awake,2.526835209
award-winning,4.715507074
aware,3.178320188
awash,4.041827698
away,3.295915461
awe-inspiring,3.584596894
awed,3.99178569
awesome,4.001121975
awestruck,2.192360934
awful,2.105952557
awfully,2.358240762
awhile,3.133746482
awkward,2.735316584
awkwardly,2.493829284
awry,2.459234459
awry,4.143679749
axillary,1
axiomatic,3.312963962
axiomatically,5
babyish,5
babylonian,3.365025084
back and forth,2.974655014
back-channel,4
back-to-back,4.32129509
back,3.343431436
back,2.99065633
backed,1.697155506
backhanded,5
backless,5
backstage,4.248203656
backward and forward,3
backward,3.133765598
backwards,3.47578211
bacterial,4.386034674
bad,2.428296974
bad,2.843240949
badly,2.164225919
baffled,3
baffling,5
baggy,1.697155506
baked,3.880473037
baking hot,2.554986914
balanced,3.072097298
bald,2.897826254
baldly,5
ballistic,1.753996714
balmy,1
balsamic,2.533532505
banal,1.968440715
bankable,2.554986914
bankrupt,2.188356638
baptismal,5
barbaric,3.507440155
barbarous,4
barbed,3.541234481
bare-knuckled,4
bare,2.588340846
barefooted,1
barelegged,4
barely,2.438712841
baroque,2
barren,3.421980282
barricaded,3
base,1.876059406
baseless,1.262936432
bashful,5
basic,3.105793772
basically,2.482686065
bated,3.395057717
battered,3.718717074
bayesian,4.173270507
bearable,2.35839486
bearish,3.139011076
beastly,4
beat-up,5
beat,3.738239262
beatable,1.697155506
beaten,3.609563812
beautiful,3.781913431
beautifully,4.135992935
becomingly,5
bedded,3.326099916
bedridden,5
beefed-up,5
beefy,2.248271858
befitting,3.326799556
before christ,3.716359081
before long,3.688949994
before,2.81939835
beforehand,2.972949679
begotten,4.053508381
behavioral,3.248871315
behavioural,3.098542992
behind-the-scenes,3.051771844
behind,4.132110745
beholden,2.801680723
beige,3.188538427
belated,3.853323879
belatedly,1.697155506
belgian,3.488800906
believable,2.868609484
believably,2.155507362
bell-bottomed,3
bellicose,1.753996714
belligerent,2.918209068
beloved,3.710970006
below the belt,5
below the belt,5
below,3.640956031
bemused,3.805478028
benedictine,5
benefic,5
beneficial,3.588558704
benevolent,2.721202155
benighted,3.541234481
benign,3.551747924
benignly,4
bent on,2.361515166
bent,2.527454671
bereft,2.21675956
best of all,4.309911091
best-known,5
best-selling,2.994902724
best,3.691168242
best,3.296510268
bestial,1.697155506
beta,1.313433039
better off,2.357284561
better-known,4.557034656
better,3.00874129
better,3.058155349
bewildered,2.455161546
bewilderingly,5
beyond a doubt,5
beyond a shadow of a doubt,3
beyond measure,4.485367641
beyond,1
biblical,2.694416061
bibliographic,4.386034674
bibliographical,4.386034674
bicameral,5
big-ticket,5
big,3.307257806
bigger,3.382186827
biggish,3
bigoted,2.583542611
bilateral,5
bilingual,2.797946792
bilious,2.323205318
binary,2.323205318
binding,3.966666504
biochemical,4.456031566
biodegradable,4.173270507
biographic,5
biographical,3.299977081
biologic,5
biological,3.067123011
biologically,4.557034656
biomedical,5
bipartisan,3.851923716
bipolar,2.975158071
biracial,5
bisexual,2
bit by bit,4.653531998
bitchy,1.876059406
biting,5
bitingly,5
bitter,2.550644208
bitterly,2.33974938
bittersweet,4.386034674
bitty,4.653531998
bituminous,2.554986914
biweekly,4
bizarre,2.486946616
black and white,3.264538586
black-and-white,3.475841629
black-tie,5
black,3.008136812
blackish,5
blameless,2.552620897
bland,2.544707574
blandly,2.941594482
blank,2.134259511
blankly,1.148801978
blase,1.72522749
blasphemous,2.541881852
blatant,2.004120971
blatantly,1.799140325
bleached,3.042210601
bleak,3.423886103
bleary-eyed,3.554821568
bleary,2.196953157
blended,3.55909823
blessedly,3.395057717
blighted,2.797946792
blind,3.126558969
blinded,5
blindly,2.894366743
blissful,3.633627017
blissfully,3.271908675
blithely,2.497069509
blocky,2.406964871
blond,3.146723541
blonde,2.640505336
blood-and-guts,5
bloodless,4.239183994
bloodstained,1
bloodthirsty,2.941594482
bloody,3.048021222
blotted out,1
blow-by-blow,2.205110347
blown-up,1
blue-blooded,3
blue-collar,4.157469424
blue-eyed,4.29536327
blue-green,5
blue,2.884121276
bluish,4
blunt,2.867405407
bluntly,2.463091301
blurry,2.236101631
boastful,1.9619083
boastfully,5
bodied,3
bodily,2.556187523
body and soul,4.790467918
bogus,1.57839179
bohemian,4.173270507
boisterous,3.897994133
bold,2.91815829
boldly,3.261261802
bolivian,5
bombastic,3.601969659
bona fide,3.248260005
bone dry,1.851302803
boneless,4.29536327
bookable,4.386034674
bookish,3.395057717
booming,2.843240949
boorish,3.774970651
boozy,4
borderline,2.45709404
bored,2.600381457
boring,2.092181289
boringly,2.815236416
born-again,1.753996714
bossy,4.239183994
botanical,4.113786681
bothersome,3.191377169
bottle-fed,4.386034674
bottom-up,2.797946792
bottom,2.994353071
bottomless,4.211908305
bound up,2.505319502
bounded,3
boundless,3.691887117
boundlessly,2
bountiful,3.776084736
bovine,2.187366277
bowed down,4
boxed in,2.978380673
boxed-in,5
boxed,5
boxy,4.299501915
boyish,4.29536327
braided,4
brain dead,1.977473754
brainless,1.777461967
brainy,3.286851037
brand-new,3.603457311
branded,5
brash,4.211908305
brassy,4
bratty,4
bravely,3.404331725
brawny,4
brazenly,1
brazilian,4.35851983
breakable,5
breast-fed,2.353341114
breathless,3.879235626
breathlessly,2.973043885
breathtaking,3.886456499
breezily,4.034332942
breezy,3.510748681
bridal,3.438525424
brief,3.133155313
briefly,2.982472176
bright blue,3.113495351
bright,3.356147948
brightly-colored,5
brightly,3.400226962
brilliant,3.767032257
brilliantly,4.198419605
brisk,3.864993478
briskly,5
british,3.347980051
brittle,4.034332942
broad-minded,4.386034674
broad,3.110664457
broadband,2.322197275
broadly,2.990797163
broken in,2.09385868
broken-down,5
broken,2.268788738
brotherly,2.735904009
brown,2.488753434
brownish,4
brusque,3.070723314
brusquely,2
brutal,3.674708892
brutally,3.087859039
brute,2.977963144
brutish,2.739439796
bucked up,4
bucolic,3.541321843
buddhist,3.268515143
budding,5
buddy-buddy,2
budgetary,1.697155506
buffoonish,2.554986914
buggy,1.552744208
built-in,4.32754912
built-up,5
bulgarian,1.381854225
bulky,3.316587406
bulletproof,3.541234481
bullish,2.818109449
bumptious,3
bumpy,2.323626592
burdensome,2.217896163
bureaucratic,3.937204059
burlesque,3.541234481
burly,4.557034656
burned-out,3.679274827
burned,1.885932295
burnt-out,2
burnt,2.139170802
bush,2.473001755
busily,2.918209068
businesslike,2.868868503
bustling,4.190606865
busty,5
busy,3.305076173
but then,2.891161464
buttery,5
by a long shot,3.092990921
by all means,2.843270822
by and by,2.797946792
by and large,3.040240215
by any means,3.010979498
by chance,3.52445326
by choice,2.877356495
by design,3.66632359
by experimentation,4
by far,3.348306606
by hand,2.260555386
by heart,4.807611439
by luck,3.297569329
by machine,3.443832222
by memory,1
by nature,3.310883491
by no means,3.283171598
by rights,3
by the day,2.842606382
by the piece,4.386034674
by the way,2.760406808
by trial and error,5
by word of mouth,3.333811269
by,3.679274827
bygone,3.994668069
byzantine,2.353375222
calamitous,5
calculable,2
calculated,2.836182658
californian,2
callous,2.74084741
calloused,2.196953157
callously,2.66689837
callow,2.394258351
calm,3.821166923
calmly,3.371189433
caloric,3.405293419
calorie-free,2
calumnious,5
calvinist,5
calvinistic,2.868868503
cambodian,1.893448878
campy,1.954727144
can-do,4
canadian,3.305858016
cancelled,2.19284687
cancerous,4.715507074
candid,4.3234626
candidly,4.161550985
canine,3.260431853
cannibalistic,2.918209068
canny,3.766278053
canonical,2.187366277
canopied,5
cantankerous,4.248203656
capable,2.937068226
capably,4.386034674
capacious,4.557034656
capitalist,3.18747162
capitalistic,3.589975903
capped,1.753996714
capricious,3.159286486
capsular,2
captivated,5
captivating,4.17418704
captivatingly,5
captive,2.808082747
caramel brown,5
carcinogenic,1.697155506
cardiac,2.869789097
cardinal,2.655904828
cardiovascular,2.952505903
cared-for,5
carefree,4.523882943
careful,3.0149908
carefully,3.067341211
careless,2.367637015
carelessly,1.9619083
carnal,3.312963962
carnivorous,2
carpal,1.9619083
carpeted,4.386034674
cartesian,3.474018083
carved in stone,4.386034674
case-by-case,4
cased,3
castrated,4
casual,3.203831222
casually,3.156476221
catabolic,5
cataclysmic,4.849822977
catalytic,4
catastrophic,3.698871383
catastrophically,3
catatonic,5
catchy,3.066723534
categorical,4
cathartic,2.751627921
cathedral,2.843240949
catholic,2.096024978
catty,1.823538297
caucasian,2.373461028
caught up,3.378560556
causal,2.28974919
causative,4.239183994
caustic,3.243995831
caustically,1
cautionary,3.400324838
cautious,3.250946483
cautiously,2.828384217
cavalier,2.429897049
cavernous,3.406320819
ceaseless,3.260325435
ceaselessly,3.541234481
celebrated,3.386377032
celebratory,5
celestial,4.022329717
cell-like,1
cellular,2.887061516
celtic,2
censorious,2
center,3.753458102
central american,3.757854088
central,3.664496537
centralized,3.387171446
centrally,3.721056374
centric,3.395057717
centrifugal,3.541234481
centrist,2.588558845
ceramic,3.537706761
cerebral,2.027796849
cerebrally,4
ceremonial,2.831166282
certain,3.105068212
certainly,3.194410446
certifiable,2.583542611
certified,2.264258232
cervical,2.860929064
ceteris paribus,5
chained,2.881306684
chalky,5
challenging,3.627914019
changeable,4.386034674
changed,4.557034656
changeless,5
changing,1.49343721
chaotic,3.466625708
chaotically,1
characteristic,3.138139132
characteristically,2.533532505
characterless,1.431183516
charcoal,2.973043885
chargeable,3.753458102
charismatic,3.987502139
charitable,2.716191828
charitably,3.679274827
charming,3.648023888
charmingly,3.693162403
chartered,5
chary,5
chatty,3.889390775
chauvinistic,5
cheap,2.773958087
cheaply,2.392504279
checkered,4.386034674
cheekily,2.554986914
cheeky,2.833175902
cheerful,3.827669324
cheerfully,4.05737422
cheerily,2.412891756
cheery,3.566146923
cheesed off,2.583542611
cheesy,2.021103405
chemical,2.187366277
chemically,2.193933921
cherry,3.371104373
chewy,2.72678161
chic,3.607639497
chief,3.45812121
chiefly,3.433156317
child-centered,5
childish,2.456438578
childishly,2.323205318
childless,3.901812713
childlike,4.239183994
chilean,2.952130607
chilling,4.343816404
chilly,3.606074616
chinese,3.527742961
chintzy,2.931226704
chipper,4.386034674
chirpy,3.851923716
chivalrous,4.386034674
chock-full,2.756645016
chockablock,3
chockful,5
choosey,2
choosy,4
choppy,2.593919189
choral,4
christian,2.509427129
chromatic,5
chromosomal,5
chronic,4.247313481
chronically,3.502232531
chronological,3.913116176
chronologically,4.790467918
chthonic,3
chubby,5
chummy,4
chunky,4.200960503
churlish,5
cinematic,2.094975417
circuitous,4.32129509
circular,3.437117753
circulatory,2.196953157
circumspectly,5
circumstantial,2.829938681
citric,1.876059406
citywide,2.977037542
civic,3.780369846
civil,3.697939219
civilian,3.594038585
civilised,4.157469424
civilized,3.530770802
civilly,5
clad,1.381854225
clairvoyant,5
clammy,4
clandestine,2.486423507
clannish,3.124955804
classic,3.406626028
classical,3.561195351
classically,3.87619383
classifiable,3
classified,4.653531998
classless,1
classy,3.621978442
claustrophobic,2.866853539
clean-cut,5
clean,3.611834398
cleanly,4.523882943
clear-cut,3.411004254
clear-eyed,5
clear-sighted,5
clear-thinking,3.371104373
clear,3.266993771
clear,1
clearly,2.918745245
clerical,2.076162334
clever,3.171449563
cleverly,3.369833691
cliched,2.317143184
cliff-hanging,3.679274827
climactic,2.910498095
climatic,3.851923716
clinical,2.936619449
clinically,2.190272653
clockwise,3
clogged,1.914891337
cloistered,3
close at hand,4.328481713
close to the wind,2
close to,3.532298235
close together,3.179015081
close up,2.686634359
close-knit,5
close-minded,3.371104373
close,3.56222389
close,3.520718679
closed in,3.054120269
closed-circuit,4.386034674
closed-minded,3.851923716
closed,3.127179382
closely,2.945753193
closer,3.129053786
clotted,5
clouded,4.386034674
cloudy,4.031509941
cloyingly,2.583542611
clubby,3.590379552
clueless,2.439443363
clumsily,2
clumsy,2.265446522
clunky,2.313866586
cluttered,5
co-ed,2.831166282
coarse,1.9134892
coastal,3.614274949
coated,2.66689837
cocky,2.40812293
coequal,5
coercive,4.386034674
cogent,3.712257658
cognitive,3.411097015
cognitively,3.075834173
cognizable,5
cognizant,4.211908305
coherent,2.576886641
coherently,3.227825753
cohesive,3.073066869
coin-operated,3.552955907
coincident,4
coincidental,3.340274023
coincidentally,2.393466442
cold sober,4
cold-blooded,3.328139677
cold,2.914882046
coldly,2.325681493
colicky,3.671730044
collaborative,4.715507074
collapsable,5
collapsible,5
collateral,2
collective,3.400045241
collectively,3.889023103
collegiate,2.750188976
colloquial,3.075834173
colloquially,5
colombian,3.956075244
colonial,2.904151288
color,3.732372969
colorful,3.843606185
colorless,2.768682371
colossal,2.680492472
colourful,3.858166426
columbian,5
combatant,5
combative,4.132110745
combinational,5
combinatorial,5
combined,5
