,Unnamed: 0.1,Word,ExpectedRate
560,2800,at close range/r,4.0
561,2805,at fault/a,1.923389936
562,2810,at first blush/r,2.955961795
563,2815,at first glance/r,3.987497344
564,2820,at first sight/r,3.760391657
565,2825,at hand/a,2.752166794
566,2830,at heart/r,4.421142672
567,2835,at home/r,2.979226915
568,2840,at large/a,2.906539065
569,2845,at large/r,2.906539065
570,2850,at last/r,2.749226321
571,2855,at least/r,2.522055207
572,2860,at leisure/r,3.84275288
573,2865,at length/r,2.837554232
574,2870,at long last/r,5.0
575,2875,at most/r,2.846679664
576,2880,at odds/a,3.082614258
577,2885,at once/r,2.491393758
578,2890,at one time/r,2.485490609
579,2895,at peace/a,4.485148584
580,2900,at present/r,3.807001647
581,2905,at random/r,2.09401361
582,2910,at rest/a,3.518365411
583,2915,at sea/a,3.631252515
584,2920,at stake/r,1.218188174
585,2925,at that place/r,4.653333396
586,2930,at the best/r,3.489291622
587,2935,at the least/r,1.708838067
588,2940,at the most/r,2.697718636
589,2945,at the ready/a,3.662462429
590,2950,at the same time/r,2.772507713
591,2955,at the worst/r,2.200262525
592,2960,at times/r,3.200493222
593,2965,at will/r,3.430107477
594,2970,at work/a,3.713699719
595,2975,at worst/r,2.456105593
596,2980,athenian/a,3.0
597,2985,athletic/a,3.141047293
598,2990,atlantic/a,3.090001739
599,2995,atmospheric/a,3.571093368
600,3000,atomic/a,4.485148584
601,3005,atonal/a,2.0
602,3010,atrocious/a,1.430203569
603,3015,atrociously/r,1.423184935
604,3020,attached/a,5.0
605,3025,attempted/a,2.792840092
606,3030,attendant/a,3.209370246
607,3035,attended/a,3.735299775
608,3040,attentional/a,4.0
609,3045,attentive/a,3.822003603
610,3050,attentively/r,4.328575234
611,3055,attic/a,4.320261498
612,3060,attired/a,3.350719146
613,3065,attitudinal/a,2.783242162
614,3070,attractive/a,3.285184946
615,3075,attractively/r,3.688692258
616,3080,attributable/a,2.967776365
617,3085,atypical/a,3.004804797
618,3090,atypically/r,3.199721887
619,3095,au fait/a,4.0
620,3100,au gratin/a,3.19490923
621,3105,au jus/a,2.714194832
622,3110,au naturel/a,4.485148584
623,3115,auburn/a,4.0
624,3120,audacious/a,2.646377168
625,3125,audible/a,2.933285855
626,3130,audibly/r,1.708233777
627,3135,augmented/a,5.0
628,3140,aural/a,4.0
629,3145,auspicious/a,3.345078902
630,3150,austere/a,3.691667136
631,3155,australian/a,3.203675826
632,3160,austrian/a,4.119805994
633,3165,authentic/a,3.598355182
634,3170,authentically/r,3.550076852
635,3175,authoritative/a,2.486976142
636,3180,autistic/a,3.333463112
637,3185,autographed/a,4.894523353
638,3190,automated/a,2.646377168
639,3195,automatic/a,2.095867772
640,3200,automatically/r,2.314274371
641,3205,autonomous/a,4.0
642,3210,auxiliary/a,1.796836686
643,3215,available/a,2.684585255
644,3220,avant-garde/a,4.113736257
645,3225,average/a,2.283395612
646,3230,averse/a,2.955961795
647,3235,avid/a,2.723000554
648,3240,avidly/r,5.0
649,3245,avocado/a,3.333463112
650,3250,avoidable/a,2.512701318
651,3255,avowed/a,4.320261498
652,3260,avuncular/a,4.0
653,3265,awake/a,2.486976142
654,3270,award-winning/a,2.667232341
655,3275,aware/a,2.871960269
656,3280,awash/a,2.37337366
657,3285,away/a,3.0
658,3290,away/r,2.822821221
659,3295,awe-inspiring/a,3.43597006
660,3300,awed/a,4.249080864
661,3305,awesome/a,4.204692096
662,3310,awful/a,1.496655786
663,3315,awfully/r,2.278390062
664,3320,awhile/r,2.809710696
665,3325,awkward/a,2.620985637
666,3330,awkwardly/r,2.039534653
667,3335,awry/r,1.782694646
668,3340,back and forth/r,2.159391583
669,3345,back-to-back/a,3.184920765
670,3350,back/a,2.865434091
671,3355,back/r,3.004250139
672,3360,backed/a,3.0
673,3365,backhanded/a,3.760391657
674,3370,backless/a,2.018466998
675,3375,backward/r,2.360559022
676,3380,backwards/r,3.06835552
677,3385,bad/a,2.106453997
678,3390,badly/r,1.865013915
679,3395,baffled/a,3.760391657
680,3400,baggy/a,5.0
681,3405,bahamian/a,4.0
682,3410,baked/a,2.823859717
683,3415,balanced/a,3.796321164
684,3420,bald-headed/a,2.0
685,3425,bald/a,2.016125066
686,3430,ball-shaped/a,5.0
687,3435,balmy/a,3.712617282
688,3440,balsamic/a,3.246058215
689,3445,baltic/a,5.0
690,3450,banal/a,2.591632732
691,3455,bankrupt/a,1.914217644
692,3460,barbecued/a,3.215690326
693,3465,bare/a,2.079551554
694,3470,barely/r,2.084002587
695,3475,bargain-priced/a,2.0
696,3480,baronial/a,3.0
697,3485,baroque/a,4.0
698,3490,barren/a,3.13867179
699,3495,base/a,4.485148584
700,3500,baseless/a,2.0
701,3505,bashful/a,4.0
702,3510,basic/a,2.431221132
703,3515,basically/r,2.111857779
704,3520,batter-fried/a,4.0
705,3525,battered/a,2.187031654
706,3530,bavarian/a,2.55865662
707,3535,bc/r,2.0
708,3540,beaded/a,5.0
709,3545,bearable/a,1.990606231
710,3550,beat-up/a,5.0
711,3555,beat/a,3.849063119
712,3560,beatable/a,3.0
713,3565,beaten/a,4.075114017
714,3570,beauteous/a,5.0
715,3575,beautiful/a,3.714473296
716,3580,beautifully/r,4.133031575
717,3585,beefy/a,3.276920419
718,3590,befitting/a,2.763857665
719,3595,before christ/r,4.585657438
720,3600,before long/r,3.403011642
721,3605,before/r,2.965084531
722,3610,beforehand/r,2.953563067
723,3615,behind-the-scenes/a,4.653333396
724,3620,behind/r,2.4046869
725,3625,beholden/a,5.0
726,3630,beige/a,2.19203952
727,3635,belated/a,4.039197041
728,3640,belatedly/r,3.043810208
729,3645,belgian/a,3.474558971
730,3650,believable/a,1.702265017
731,3655,belligerent/a,1.399274906
732,3660,beloved/a,3.659462457
733,3665,below/r,1.901580668
734,3670,bemused/a,3.0
735,3675,bended/a,2.486976142
736,3680,beneficent/a,4.0
737,3685,beneficial/a,3.615930449
738,3690,benevolent/a,4.0
739,3695,benign/a,4.0
740,3700,bent on/a,5.0
741,3705,bent/a,2.471371129
742,3710,bereft/a,2.979028708
743,3715,bespoke/a,4.485148584
744,3720,best of all/r,4.111568066
745,3725,best-known/a,5.0
746,3730,best/a,3.627307187
747,3735,best/r,3.62082496
748,3740,better off/a,1.786102527
749,3745,better-known/a,4.00494835
750,3750,better/a,2.691079546
751,3755,better/r,2.903089622
752,3760,bewildered/a,2.395027961
753,3765,bewitching/a,3.0
754,3770,beyond a doubt/r,5.0
755,3775,beyond measure/r,1.756013692
756,3780,biannual/a,5.0
757,3785,biblical/a,4.0
758,3790,big/a,2.958113671
759,3795,bigger/a,3.156772324
760,3800,bigheaded/a,4.0
761,3805,bilateral/a,3.0
762,3810,bilingual/a,4.008921972
763,3815,billiard/a,4.0
764,3820,bimonthly/a,4.0
765,3825,binding/a,1.517714218
766,3830,biodegradable/a,5.0
767,3835,biting/a,5.0
768,3840,bitter/a,2.33343344
769,3845,bitterly/r,1.77122537
770,3850,bittersweet/a,4.0
771,3855,bitty/a,3.403733121
772,3860,biweekly/r,4.0
773,3865,bizarre/a,2.31235039
774,3870,black and white/a,3.141343248
775,3875,black-and-white/a,3.674620964
776,3880,black-haired/a,4.0
777,3885,black-tie/a,4.0
778,3890,black/a,3.226150796
779,3895,blanched/a,2.730204884
780,3900,bland/a,2.024678271
781,3905,blandly/r,1.922538596
782,3910,blank/a,2.18644981
783,3915,blankly/r,1.808376145
784,3920,blaring/a,2.792840092
785,3925,blase/a,3.212208829
786,3930,blasphemous/a,4.0
787,3935,blatant/a,2.782367511
788,3940,blatantly/r,2.255421264
789,3945,bleached/a,1.499150184
790,3950,bleak/a,3.296242296
791,3955,blended/a,3.606573071
792,3960,blessedly/r,4.585657438
793,3965,blighted/a,3.350719146
794,3970,blind/a,3.44068769
795,3975,blindly/r,3.797608919
796,3980,blissful/a,4.937799059
797,3985,blissfully/r,4.328422985
798,3990,blithely/r,4.0
799,3995,blond/a,3.006022074
800,4000,blonde/a,2.82178819
801,4005,blooded/a,5.0
802,4010,bloodless/a,5.0
803,4015,bloody/a,3.151231287
804,4020,blooming/a,2.0
805,4025,blotchy/a,4.0
806,4030,blown-up/a,3.0
807,4035,blowy/a,5.0
808,4040,blue-collar/a,3.27743112
809,4045,blue/a,3.016331815
810,4050,blueish/a,2.486976142
811,4055,blunt/a,1.711010827
812,4060,bluntly/r,1.432946449
813,4065,blurry/a,2.229538678
814,4070,blustery/a,3.547286826
815,4075,boastful/a,4.0
816,4080,bodied/a,2.463632044
817,4085,body and soul/r,4.0
818,4090,bogus/a,1.536516242
819,4095,bohemian/a,4.330510192
820,4100,boisterous/a,3.119427596
821,4105,boisterously/r,3.12565435
822,4110,bold/a,3.479542424
823,4115,boldly/r,4.435826928
824,4120,bolivian/a,4.485148584
825,4125,bombastic/a,2.0
826,4130,bona fide/a,4.171821729
827,4135,bone dry/a,2.496220123
828,4140,bone-dry/a,2.0
829,4145,boneless/a,3.213295831
830,4150,boney/a,2.37337366
831,4155,bony/a,2.730204884
832,4160,bookable/a,4.0
833,4165,booming/a,2.314913589
834,4170,boorish/a,1.727154812
835,4175,boozy/a,3.082614258
836,4180,borderline/a,2.418237758
837,4185,bored/a,2.377506385
838,4190,boring/a,2.23900615
839,4195,boringly/r,2.667317193
840,4200,bossy/a,3.350719146
841,4205,botanic/a,4.0
842,4210,botanical/a,3.511014876
843,4215,botched/a,2.0
844,4220,bothersome/a,3.477903654
845,4225,bottom/a,2.533166903
846,4230,bottomed/a,4.0
