,Word,Tag,ExpectedRate
176,absentee,a,5.52177522775
177,absentee,n,5.70560448801
178,absinthe,n,5.25797046206
179,absolom,n,5.84666045717
180,absolon,n,4.04382540709
181,absoloutely,r,5.39733549642
182,absolue,n,8.11864872327
183,absolute,a,5.27352626296
184,absolute,n,5.24391738118
185,absolutely,n,3.93532551036
186,absolutely,r,5.1892609438
187,absolution,n,6.04771231021
188,absolutley,a,5.5326336115
189,absolutley,n,4.50444799375
190,absolutly,r,5.77742795537
191,absolve,v,5.44805522731
192,absolved,a,5.24999682749
193,absorb,v,6.63451018814
194,absorbing,a,7.20661522528
195,absorbing,n,7.38224959842
196,absorption,n,6.73468234606
197,abstain,v,5.34655170245
198,abstinence,n,4.71596586718
199,abstract,a,5.99096018253
200,abstract,n,6.23612533028
201,abstracted,a,6.67608093372
202,abstraction,n,6.72304777801
203,abstractly,r,6.18437415569
204,abstruse,a,5.76950229559
205,absurd,a,4.50475656543
206,absurd,n,4.34205779008
207,absurdism,n,6.44786213395
208,absurdist,a,5.87740796324
209,absurdist,n,6.05384223531
210,absurdity,n,5.08751967482
211,absurdly,a,5.03129261671
212,absurdly,r,4.55814791744
213,absurdness,n,4.93962409007
214,absurdum,n,5.05543642716
215,abt,n,6.02159075247
216,abu,n,5.77497507764
217,abuelo,n,6.68072259039
218,abundance,n,5.60461851708
219,abundant,a,5.38066158015
220,abundantly,r,5.25762984116
221,abuse,n,5.49929014338
222,abuse,v,5.2162058442
223,abused,a,5.4666276555
224,abuser,n,5.419385227
225,abusive,a,5.58733813992
226,abut,n,5.82995449949
227,abut,v,4.64836899626
228,abuzz,a,6.23842652372
229,abydos,n,8.94627227421
230,abysmal,a,3.02509393464
231,abysmal,n,2.34338020048
232,abysmally,r,3.07541679892
233,abyss,n,5.39411396159
234,ac,n,5.44568916576
235,acacia,n,4.75253749665
236,acadamy,n,6.67222064381
237,academia,n,6.16461889044
238,academic,a,5.56451432851
239,academic,n,5.88028760378
240,academically,r,5.82116496408
241,academician,n,5.25501284814
242,academy,n,6.25010736309
243,acapulco,n,5.81150557085
244,accede,v,5.95156553431
245,accelerate,v,5.51587250278
246,accelerated,a,5.03541141906
247,acceleration,n,5.66879732734
248,accelerator,n,4.80705817927
249,accent,n,4.8558450135
250,accent,v,5.26869040269
251,accented,a,4.69814455911
252,accentuate,n,5.55675571715
253,accentuate,v,6.34506949225
254,accentuation,n,7.10403007679
255,accept,n,5.79202891776
256,accept,v,5.61269408422
257,acceptability,n,5.51958716167
258,acceptable,a,4.87877007691
259,acceptably,r,5.23231222451
260,acceptance,n,6.52129044326
261,acceptation,n,6.34713816396
262,accepted,a,5.71792077421
263,access,n,5.16393916625
264,access,v,5.52603071236
265,accessibility,n,6.42862723299
266,accessible,a,6.86629394208
267,accession,n,5.17484556613
268,accessory,a,5.86512160347
269,accessory,n,5.25221408509
270,accident,n,5.64990235983
271,accidental,a,5.64048874812
272,accidental,n,4.97763817839
273,accidentally,r,5.50981096379
274,accidently,r,5.75287721977
275,accio,n,6.84322833842
276,acclaim,n,5.72344789334
277,acclaim,v,5.47202966585
278,acclaimed,a,5.9835329722
279,acclamation,n,6.45495138159
280,acclimate,v,6.77451977792
281,acclimatise,v,6.19411345366
282,accolade,n,6.20980538524
283,accommodate,v,5.74789939185
284,accommodation,n,5.82712683776
285,accompanied,n,4.89579070041
286,accompaniment,n,6.43404847647
287,accompanist,n,5.55701092291
288,accompany,v,5.77629342123
289,accomplice,n,5.60290898183
290,accomplish,v,5.76786229427
291,accomplished,a,6.12054369913
292,accomplished,n,6.25115917027
293,accomplishes,n,5.51219428109
294,accomplishment,n,6.52058529548
295,accord,n,5.50261740551
296,accord,v,5.28309585284
297,accordance,n,6.16619989514
298,accordian,n,6.22984005517
299,accordingly,r,5.71744470627
300,accordion,n,5.86481336395
301,accorsi,n,5.96871046444
302,accost,v,5.26701337911
303,account,n,5.63528397493
304,account,v,5.24654206551
305,accountability,n,5.82362567149
306,accountable,a,5.38465742901
307,accountant,n,5.8280004459
308,accounting,n,5.31894221389
309,accouterment,n,5.32920700381
310,accoutrement,n,6.17012348418
311,accra,n,8.49054946363
312,accredit,v,5.70032308914
313,accreditation,n,6.06552078997
314,accross,n,6.23881110872
315,accrue,v,5.01879329393
316,accumulate,v,5.71779196839
317,accumulation,n,5.77119086223
318,accuracy,n,5.65584102618
319,accurate,a,5.99959141585
320,accurate,n,5.10416568533
321,accurately,r,6.0451093004
322,accursed,a,5.25226711892
323,accusation,n,5.82786184945
324,accusatory,a,6.72068997388
325,accuse,n,7.0824221773
326,accuse,v,5.96956583925
327,accused,n,5.2501947532
328,accuser,n,6.02913375359
329,accustom,n,6.41383878556
330,accustom,v,6.2564276181
331,accustomed,a,6.48282146021
332,ace,n,5.91089421963
333,ace,v,5.69645135938
334,acerbic,a,6.36015388466
335,acerbic,n,5.47871072501
336,acerola,n,7.65703868764
337,aceveda,n,9.31219213625
338,acharya,n,3.55611105323
339,ache,n,5.86191560719
340,ache,v,6.20362164674
341,acheive,v,6.13428445865
342,acheived,v,7.10972853082
343,acheivement,n,8.05844264282
344,acheron,n,6.8836146275
345,achievable,a,5.66359835755
346,achieve,v,5.99197537229
347,achievement,n,6.89317873924
348,achiever,n,6.2900002244
349,achievment,n,7.65194955749
350,achille,n,5.6558496508
351,achilles,n,5.45094540406
352,achillies,n,4.78228967753
353,achim,n,5.84993549766
354,achingly,r,5.97049815456
355,achmed,n,7.39545139457
356,acid,a,5.55851054054
357,acid,n,4.80287379811
358,acidic,a,5.76014738446
359,acing,n,4.94030957736
360,ack,n,3.98024353423
361,acker,n,6.79973548734
362,ackerman,n,5.99303169514
363,ackland,n,6.39759809146
364,ackles,n,7.31246325826
365,acknowledge,v,5.93530094374
366,acknowledged,a,5.70651703416
367,acknowledgement,n,6.33261189586
368,acknowledgment,n,6.20441244438
369,ackroyd,n,5.70542719846
370,aclu,n,3.6771239216
371,acme,n,6.18507892165
372,acne,n,4.13587331656
373,aco,n,9.12134499206
374,acolyte,n,5.25775112733
375,acord,n,6.63229446335
376,acorn,n,5.86773336477
377,acosta,n,5.88869892501
378,acoustic,a,6.18444104925
379,acoustic,n,4.90440160861
380,acp,n,5.38961299393
381,acquaint,v,6.29516339021
382,acquaintance,n,6.12071658223
383,acquanetta,n,5.72266701746
384,acquaria,n,8.81212824316
385,acquiesce,v,5.995399057
386,acquiescence,n,6.81721887354
387,acquire,v,5.88323889416
388,acquisition,n,6.34617350936
389,acquit,v,5.88921308536
390,acquits,n,5.6903771133
391,acquittal,n,5.48417951884
392,acre,n,5.31973019497
393,acrid,a,5.96820977187
394,acrimonious,a,7.10460976487
395,acrimony,n,5.31761453958
396,acrobat,n,5.62301568013
397,acrobatic,a,5.83029942048
398,acrobatics,n,5.82493929317
399,acromegaly,r,5.61723981389
400,acronym,n,4.70941288104
401,acrophobia,n,8.29515614788
402,act,n,5.57595056154
403,act,v,5.15639864655
404,actaully,r,5.23334261334
405,actin,n,5.06855146671
406,acting,a,5.56396191536
407,acting,n,4.90277775349
408,action,n,5.74077207588
409,action,v,6.24229830728
410,actioneer,n,5.58159020297
411,actioneers,n,5.19455659614
412,actioner,n,5.23461700015
413,actioners,n,5.86856598208
414,actionmovie,n,5.53232231726
415,actionscenes,n,4.120714887
416,actiony,n,4.80373974833
417,actium,n,4.74494664551
418,activate,v,5.0303973736
419,activation,n,6.36096055384
420,active,a,5.93688431182
421,active,n,5.57428838497
422,actively,r,5.23298184826
423,activism,n,5.72207939084
424,activist,n,5.67383144445
425,activity,n,5.72564870121
426,acton,n,4.99858406664
427,actor,n,5.38831801709
428,actorly,r,5.1324201312
429,actress,n,5.66804152953
430,actresses,v,5.79459565593
431,actual,a,5.11510908994
432,actual,n,4.32859916828
433,actuality,n,5.49025651428
434,actualization,n,6.09553857263
435,actualize,v,6.06933392171
436,actually,n,4.41403586137
437,actually,r,5.02028998795
438,actualy,r,5.55802053498
439,actuary,n,5.40688563765
440,actuation,n,5.79868201633
441,actully,r,4.84400211713
442,acuff,n,5.62239261863
443,acuity,n,6.27501391522
444,acumen,n,6.00166918624
445,acuna,n,7.67823804233
446,acupuncture,n,5.76672836562
447,acutally,r,6.0830248276
448,acute,a,6.30641172551
449,acutely,r,6.35978101729
450,ad,n,4.80069552056
451,ada,n,6.6409915557
452,adage,n,5.45046009635
453,adagio,n,7.35650040604
454,adair,n,6.11495811806
455,adajania,n,9.15847251139
456,adam,n,5.625116467
457,adama,n,6.12788496275
458,adamant,a,5.93646822146
459,adamantium,n,5.04965147709
460,adamantly,r,5.88541384117
461,adamsky,n,6.20969745037
462,adamson,n,4.85198825747
463,adapation,n,5.04687694264
464,adapt,v,6.10177993148
465,adaptability,n,6.46432050485
466,adaptable,a,6.66412291346
467,adaptation,n,5.77601962124
468,adapter,n,5.78011084623
469,adapting,n,4.84434351775
470,adaption,n,5.77393813157
471,adaptive,a,6.79403663285
472,adaptor,n,5.31013006065
473,adapts,n,8.0658639033
474,aday,n,5.18267677152
475,adays,v,5.57744697415
476,add,n,4.34411257227
477,add,v,5.63680524528
478,addams,n,5.53973611466
479,added,a,6.24439539015
480,addendum,n,5.51292139767
481,adder,n,5.6375453816
482,addica,n,6.45155647583
483,addict,n,5.73870069214
484,addict,v,6.38074143277
485,addicting,a,8.52019144459
486,addicting,n,8.91236691858
487,addiction,n,6.33432913605
488,addictive,a,6.97283217321
489,addictiveness,n,8.58685783711
490,addie,n,7.71220429716
491,addison,n,6.48451793489
492,addition,n,5.93589146468
493,additional,a,5.84932803063
494,additionally,r,5.21380112245
495,additive,a,5.75844634008
496,additive,n,5.46279595163
497,addle,v,4.89916885208
498,addled,a,5.20692643069
499,address,n,5.71273969532
500,address,v,5.71316776842
501,addy,n,5.60295116855
502,ade,n,6.04081898827
503,adefarasin,n,7.51101013969
504,adel,n,5.91738120783
505,adela,n,6.89265047468
506,adelaide,n,6.00655027272
507,adele,n,6.12232943873
508,adeline,n,6.69139523708
509,adelle,n,5.37718793856
510,adelstein,n,7.42272229912
511,aden,n,5.33576185693
512,adenoid,n,7.20211836976
513,adentro,n,7.38586533884
514,adept,a,6.10531551206
515,adept,n,5.70949215212
516,adeptly,r,6.64033803567
517,adeptness,n,5.69768734138
518,adequacy,n,3.56165451633
519,adequate,a,5.25907102616
520,adequate,n,4.35824518669
521,adequately,r,5.43891298348
522,adewale,n,6.88660366224
523,adhd,n,4.39228701301
524,adhemar,n,6.10358752758
525,adhere,n,5.32774131865
526,adhere,v,5.81679247602
527,adherence,n,5.84814034797
528,adherent,n,5.25321070179
529,adhesive,a,5.59587185738
530,adi,n,5.59075870071
531,adian,n,5.15861469238
532,adidas,n,4.81568689277
533,adieu,n,6.211590754
534,adios,n,5.46233535385
535,aditi,n,6.31602885543
536,aditya,n,5.48147950331
537,adjacent,a,5.58791898903
538,adjani,n,6.40469240949
539,adjective,a,4.90336476729
540,adjective,n,4.99098204619
541,adjoining,a,5.49091132476
542,adjunct,n,5.7834166243
543,adjust,v,5.97122781657
544,adjusted,a,5.84739816696
545,adjuster,n,6.73320962383
546,adjustment,n,6.0588706322
547,adjutant,n,7.21830566419
548,adkins,n,6.69370893622
549,adlai,n,4.96197311568
550,adler,n,6.38594607296
551,adlon,n,6.4471149217
552,admin,n,5.4372994658
553,administer,v,5.51158739595
554,administrate,v,5.70716133581
555,administration,n,5.89143697571
556,administrative,a,5.97412306607
557,administrator,n,5.87375871833
558,admirable,a,6.0723246261
559,admirably,r,6.62232812589
560,admiral,a,5.32317344522
561,admiral,n,5.84603200927
562,admiralty,n,6.43317920359
563,admiration,n,6.4677739607
564,admire,a,5.64001687289
565,admire,n,5.9609882921
566,admire,v,5.95548590563
567,admirer,n,5.69722789235
568,admiring,a,6.20518423112
569,admiring,n,5.82215258135
570,admiringly,r,5.79398283347
571,admissible,a,5.82206226812
572,admission,n,5.97282703593
573,admit,v,5.50133522972
574,admitedly,r,5.25018078758
575,admittably,r,7.37970961962
576,admittance,n,5.58502793067
577,admittedly,r,5.23870848248
578,admittingly,r,5.3543860035
579,admixture,n,5.78585240279
580,admonish,v,5.73468607648
581,admonishment,n,5.47176240995
582,admonition,n,5.53120262391
583,adn,n,5.02239507382
584,adnan,n,6.12313635913
585,ado,n,5.01512414695
586,adobe,n,4.06983142337
587,adolescence,n,6.64821392476
588,adolescent,a,5.09247912922
589,adolescent,n,5.33090601116
590,adolf,n,6.31235094554
591,adolfo,n,6.15022769605
592,adolph,n,6.14812811076
593,adolphe,n,6.61375129459
594,adonis,n,6.07711274929
595,adopt,v,5.87610440978
596,adoptee,n,5.49224816335
597,adoption,n,5.89493987179
598,adoptive,a,5.89957840645
599,adorable,a,6.76972987472
600,adorable,n,5.590051115
601,adorably,r,6.49366537937
602,adoration,n,6.05666622237
603,adore,n,6.06288801101
604,adore,r,6.22916997127
605,adore,v,6.11757251853
606,adored,a,6.55900597072
607,adoree,n,8.03400898366
608,adorf,n,7.55329394983
609,adoring,a,5.4241697313
610,adoring,n,5.55880676879
611,adoringly,r,5.43013028299
612,adorn,v,5.52938275317
613,adornment,n,6.03745558964
614,adoti,n,5.72913692081
615,adr,n,3.94500964848
616,adrenal,a,6.0064770444
617,adrenalin,a,5.78311520106
618,adrenalin,n,6.4192533191
619,adrenaline,a,6.84497657906
620,adrenaline,n,6.45130758943
621,adrian,a,5.95374570563
622,adrian,n,6.12988718738
623,adriana,n,6.5356260418
624,adrianna,n,4.97505053035
625,adrianne,n,6.02418545819
626,adriano,n,5.38899555909
627,adriatic,n,6.00004961623
628,adrien,n,6.31010471504
629,adrienne,n,5.83849600177
630,adrift,a,4.98187979442
631,adrift,n,5.34152491223
632,adrift,v,5.40051417383
633,adroit,a,6.7787432362
634,adroitly,r,7.08087112949
635,adso,n,5.75106341603
636,adulation,n,5.62477658546
637,adult,a,6.28425875668
638,adult,n,5.91592225046
639,adulterate,v,3.89340809132
640,adulterer,n,5.27968452908
641,adulteress,n,6.05784935348
642,adulterous,a,5.67329670556
643,adultery,a,5.36963488171
644,adultery,n,5.59953794853
645,adulthood,n,6.92696346619
646,adulthood,v,5.77863168771
647,adv,n,5.50613547234
648,advance,a,5.63661228003
649,advance,n,5.47891853311
650,advance,v,5.09796432798
651,advanced,a,5.50780622007
652,advanced,n,5.28374084122
653,advancement,n,5.81125876097
654,advani,n,4.89468144651
655,advantage,n,5.92188259679
656,advantage,v,6.84329359796
657,advantageous,a,6.0414254066
658,advent,n,6.04896475896
659,adventure,n,6.3031987951
660,adventure,v,6.20696045844
661,adventurer,n,5.64595476259
662,adventuresome,a,6.25741803883
663,adventuress,n,6.30992279246
664,adventuring,n,6.97595372992
665,adventurous,a,6.48585137462
666,adventurousness,n,3.98088975558
667,adverb,n,4.87446136938
668,adversarial,a,5.89669353652
669,adversary,n,6.16011934369
670,adverse,a,5.88338093445
671,adversely,r,5.73632380213
672,adversity,n,6.56547974397
673,advert,n,4.40735135254
674,advert,v,4.46421771138
675,advertise,v,4.68021998792
676,advertised,a,5.15394683636
677,advertisement,n,4.74750899777
678,advertiser,n,5.17991793876
679,advertising,n,4.8998374862
680,advertize,v,4.49215640885
681,advice,n,4.53662744927
682,advices,v,5.97816355938
683,advil,n,3.59758837995
684,advisable,a,5.24576735546
685,advise,n,5.52840247863
686,advise,v,4.98227225727
687,advisedly,r,4.88268784088
688,adviser,n,5.6918732452
689,advisor,n,5.25678056384
690,advisory,a,5.29593489338
691,advisory,n,4.69443006117
692,advocacy,n,5.34006058489
693,advocate,n,5.39080980239
694,advocate,v,5.18666791429
695,ae,n,5.81788645371
696,aegean,n,5.34127053391
697,aegis,n,5.36480837129
698,aelita,n,6.31799832596
699,aella,n,8.57226791613
700,aeneas,n,4.79360894796
701,aeneid,n,4.57889234341
702,aenigma,n,4.54717116843
703,aeon,n,4.93033479739
704,aereon,n,5.6376216565
705,aerial,a,5.80766144299
706,aerial,n,4.78630767145
707,aeris,n,5.59695006081
708,aerith,n,6.38789614453
709,aero,n,4.90635231268
710,aerobatics,n,7.25995108176
711,aerobic,a,4.58451527239
712,aerobics,n,3.97871774936
713,aerodynamic,a,4.97175244119
714,aeronautical,a,4.65865301022
715,aeroplane,n,5.21155512878
716,aerosmith,n,4.55385653942
717,aerosol,n,5.4041607719
718,aerospace,n,5.65858936421
719,aeryn,n,8.6383399134
720,aeschylus,n,5.65250007709
721,aesir,n,3.67913408108
722,aesop,n,5.85625859406
723,aesthete,n,5.60994402163
724,aesthetic,a,5.95179454559
725,aesthetic,n,5.88724248563
726,aesthetical,a,5.95185727729
727,aesthetically,n,5.83459730072
728,aesthetically,r,5.62048890982
729,aestheticism,n,5.40878743238
730,aetius,n,8.08491949637
731,af,n,6.02076272715
732,afar,n,5.7396642498
733,afar,r,5.91762367738
734,afb,n,6.65976249752
735,afer,n,4.06015908868
736,afew,r,6.07610699722
737,affability,n,6.18946389451
738,affable,a,6.2537092175
739,affably,r,6.93404254214
740,affair,n,5.70328592681
741,affaire,n,6.32973600216
742,affect,n,4.86566299525
743,affect,v,6.31389434828
744,affectation,n,5.52833080234
745,affected,a,5.57041588551
746,affectingly,r,6.52324539321
747,affection,a,7.11616464987
748,affection,n,6.36100529757
749,affectionate,a,6.77322022947
750,affectionately,r,6.22518683282
751,affective,a,6.71666516925
752,affectively,r,5.69626000909
753,afficionado,n,6.63499834879
754,afficionados,n,6.16099956055
755,affiliate,n,5.34213339741
756,affiliate,v,4.52851196864
757,affiliation,n,5.74156091358
758,affinity,n,5.89068476357
759,affirm,v,6.39877587845
760,affirmation,n,6.46009557368
761,affirmative,a,5.91670893987
762,affix,v,5.27402585552
763,afflack,n,5.27464204585
764,afflec,n,4.34570631681
765,affleck,n,5.247255416
766,afflecks,n,4.99894436785
767,afflect,n,5.77149258357
768,afflek,n,4.36535548376
769,afflick,n,4.94256217936
770,afflict,v,5.48944420236
771,affliction,n,6.04617668345
772,affluence,n,6.46952276701
773,affluent,a,6.39587979721
774,afford,v,5.07998283455
775,affordable,a,5.83754799428
776,affords,n,6.43853866579
777,affront,n,3.59187577695
778,affront,v,5.47132496307
779,afgan,n,5.90568415581
780,afganistan,n,5.17291886382
781,afghan,n,5.96960057521
782,afghani,n,5.84105593821
783,afghanistan,n,5.68643200216
784,afi,n,6.82207673022
785,aficionado,n,5.741967831
786,afield,r,4.92233350299
787,afire,r,5.19501615008
788,aflame,n,5.42876647275
789,afleck,n,4.54505971017
790,afloat,r,5.32894010053
791,afm,n,7.12224530653
792,afoot,r,5.61293107185
793,afore,n,5.22199058675
794,aforementioned,a,5.20826548408
795,aforesaid,a,6.25834428269
796,afoul,n,5.72577939981
797,afoul,r,5.93583272977
798,afraid,a,5.604975597
799,afraid,n,5.7975039077
800,afresh,a,6.70830595223
801,afresh,n,6.52046711441
802,africa,n,5.61005198841
803,african,a,5.52605245231
804,african,n,5.43197496061
805,afrika,n,6.86488986139
806,afrikaans,n,5.74992933247
807,afrim,n,5.9081718007
808,afro,n,5.70394921841
809,afroreggae,n,5.4163685803
810,aft,n,5.18531522722
811,aftab,n,4.76968696353
812,after,n,4.95390965474
813,after,r,5.62533429399
814,afterall,n,5.67581226815
815,afterall,r,5.16689032381
816,afterdark,n,5.70882895661
817,aftereffect,n,5.29996096316
818,afterglow,n,6.4383759749
819,afterlife,a,5.6950997333
820,afterlife,n,5.92421870004
821,aftermath,n,6.26795720812
822,afternoon,n,5.62231670074
823,afters,n,5.7411485422
824,afterschool,a,4.0473836845
825,afterschool,n,4.48033717918
826,aftershave,n,4.73458228157
827,aftershock,n,5.41687909222
828,aftertaste,n,4.96173222243
829,afterthought,a,4.53072390135
830,afterthought,n,4.50185575297
831,afterward,r,5.85176459901
832,afterwards,r,5.61463355009
833,afterword,n,5.94925957339
834,afterwords,n,5.54789183111
835,afterwords,v,5.66094419676
836,ag,n,5.73688341586
837,aga,n,5.77442849404
838,agador,n,8.78012124117
839,again,n,5.52338231149
840,again,r,5.66414602175
841,against,n,4.68329833277
842,agamemnon,n,5.38486223667
843,agammemnon,n,4.60743754128
844,agape,a,4.90220306976
845,agape,n,4.96289369897
846,agape,v,5.31876881455
847,agar,n,4.84455156015
848,agashe,n,6.82734577086
849,agata,n,6.19876991435
850,agatha,n,5.49569909941
851,age,n,6.06883581926
852,age,v,5.78271121021
853,agee,n,7.06139705126
854,ageing,a,5.96360548786
855,ageing,n,5.72837597543
856,ageism,n,5.31424817325
857,ageless,a,6.7419078282
858,agency,n,5.47379097523
859,agenda,n,5.22090705074
860,agent,n,5.39251929572
861,ager,n,5.91530598248
862,agers,n,6.10198028396
863,agey,n,4.99867817978
864,aggie,n,5.37643674247
865,aggrandize,v,4.30649702328
866,aggrandizement,n,4.19690116763
867,aggravate,v,4.51974998795
868,aggravating,a,4.1331799529
869,aggravatingly,r,3.65038204268
870,aggravation,n,4.26551189728
871,aggregate,a,6.96159999227
872,aggregate,n,5.40410175431
873,aggression,n,5.80711606004
874,aggressive,a,5.75763201765
875,aggressively,r,5.26620499814
876,aggressiveness,n,6.37780656306
877,aggressor,n,5.86254725351
878,aggrieved,a,5.23657603273
879,agh,n,3.14877050968
880,aghast,a,4.80115943942
881,aghdashloo,n,6.52057690751
882,agian,a,5.3621447914
883,agile,a,6.31312563959
884,agility,n,5.68982688893
885,agincourt,n,8.59591429605
886,aging,n,6.00923281334
887,agitate,v,5.4598315543
888,agitating,a,3.82148615262
889,agitation,n,5.98913928321
890,agitator,n,5.89740734474
891,agitprop,n,4.73176518825
892,agneepath,n,7.6096848048
893,agnes,n,6.31900154705
894,agnetha,n,5.05628111346
895,agnew,n,4.95286630298
896,agni,n,6.6619410075
897,agnieszka,n,6.6611826221
898,agnihotri,n,4.40678577177
899,agnostic,a,5.48526713658
900,agnostic,n,5.32649988209
901,agnosticism,n,6.22841527133
902,ago,n,5.86095444428
903,ago,r,5.84294086173
904,agog,a,4.55615340175
905,agonise,v,4.74940005786
906,agonising,a,4.81939119688
907,agonisingly,r,4.18869043118
908,agonize,v,5.20349277317
909,agonized,a,5.5779173875
910,agonizing,a,4.3733673389
911,agonizingly,r,3.59404105682
912,agony,a,4.87417218173
913,agony,n,4.70270447539
914,agoraphobia,n,5.63295524023
915,agoraphobic,a,5.82122956048
916,agostino,n,4.88319129752
917,agrabah,n,6.54773812595
918,agrado,n,8.2314572951
919,agrarian,a,6.26698656686
920,agree,n,5.96433071806
921,agree,v,5.43854211493
922,agreeable,a,5.91028162919
923,agreeably,r,5.99949616989
