Word,Rating,Category,Count,Total,Corpus
29th/a,1,-0.5,1,3419923,Amazon/Tripadvisor
29th/a,2,-0.25,5,3912625,Amazon/Tripadvisor
29th/a,3,0,5,6011388,Amazon/Tripadvisor
29th/a,4,0.25,24,10187257,Amazon/Tripadvisor
29th/a,5,0.5,60,16202230,Amazon/Tripadvisor
2d/a,1,-0.5,1,3419923,Amazon/Tripadvisor
2d/a,2,-0.25,2,3912625,Amazon/Tripadvisor
2d/a,3,0,0,6011388,Amazon/Tripadvisor
2d/a,4,0.25,1,10187257,Amazon/Tripadvisor
2d/a,5,0.5,1,16202230,Amazon/Tripadvisor
2nd/a,1,-0.5,28,3419923,Amazon/Tripadvisor
2nd/a,2,-0.25,26,3912625,Amazon/Tripadvisor
2nd/a,3,0,31,6011388,Amazon/Tripadvisor
2nd/a,4,0.25,87,10187257,Amazon/Tripadvisor
2nd/a,5,0.5,151,16202230,Amazon/Tripadvisor
3-dimensional/a,1,-0.5,0,3419923,Amazon/Tripadvisor
3-dimensional/a,2,-0.25,2,3912625,Amazon/Tripadvisor
3-dimensional/a,3,0,0,6011388,Amazon/Tripadvisor
3-dimensional/a,4,0.25,0,10187257,Amazon/Tripadvisor
3-dimensional/a,5,0.5,6,16202230,Amazon/Tripadvisor
30th/a,1,-0.5,10,3419923,Amazon/Tripadvisor
30th/a,2,-0.25,9,3912625,Amazon/Tripadvisor
30th/a,3,0,21,6011388,Amazon/Tripadvisor
30th/a,4,0.25,62,10187257,Amazon/Tripadvisor
30th/a,5,0.5,110,16202230,Amazon/Tripadvisor
31st/a,1,-0.5,0,3419923,Amazon/Tripadvisor
31st/a,2,-0.25,4,3912625,Amazon/Tripadvisor
31st/a,3,0,0,6011388,Amazon/Tripadvisor
31st/a,4,0.25,3,10187257,Amazon/Tripadvisor
31st/a,5,0.5,6,16202230,Amazon/Tripadvisor
32nd/a,1,-0.5,0,3419923,Amazon/Tripadvisor
32nd/a,2,-0.25,2,3912625,Amazon/Tripadvisor
32nd/a,3,0,1,6011388,Amazon/Tripadvisor
32nd/a,4,0.25,2,10187257,Amazon/Tripadvisor
32nd/a,5,0.5,7,16202230,Amazon/Tripadvisor
33rd/a,1,-0.5,0,3419923,Amazon/Tripadvisor
33rd/a,2,-0.25,2,3912625,Amazon/Tripadvisor
33rd/a,3,0,3,6011388,Amazon/Tripadvisor
33rd/a,4,0.25,15,10187257,Amazon/Tripadvisor
33rd/a,5,0.5,19,16202230,Amazon/Tripadvisor
34th/a,1,-0.5,2,3419923,Amazon/Tripadvisor
34th/a,2,-0.25,5,3912625,Amazon/Tripadvisor
34th/a,3,0,6,6011388,Amazon/Tripadvisor
34th/a,4,0.25,23,10187257,Amazon/Tripadvisor
34th/a,5,0.5,54,16202230,Amazon/Tripadvisor
35th/a,1,-0.5,2,3419923,Amazon/Tripadvisor
35th/a,2,-0.25,4,3912625,Amazon/Tripadvisor
35th/a,3,0,10,6011388,Amazon/Tripadvisor
35th/a,4,0.25,40,10187257,Amazon/Tripadvisor
35th/a,5,0.5,47,16202230,Amazon/Tripadvisor
36th/a,1,-0.5,1,3419923,Amazon/Tripadvisor
36th/a,2,-0.25,1,3912625,Amazon/Tripadvisor
36th/a,3,0,0,6011388,Amazon/Tripadvisor
36th/a,4,0.25,9,10187257,Amazon/Tripadvisor
36th/a,5,0.5,20,16202230,Amazon/Tripadvisor
37th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
37th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
37th/a,3,0,1,6011388,Amazon/Tripadvisor
37th/a,4,0.25,13,10187257,Amazon/Tripadvisor
37th/a,5,0.5,29,16202230,Amazon/Tripadvisor
38th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
38th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
38th/a,3,0,0,6011388,Amazon/Tripadvisor
38th/a,4,0.25,7,10187257,Amazon/Tripadvisor
38th/a,5,0.5,10,16202230,Amazon/Tripadvisor
39th/a,1,-0.5,1,3419923,Amazon/Tripadvisor
39th/a,2,-0.25,3,3912625,Amazon/Tripadvisor
39th/a,3,0,5,6011388,Amazon/Tripadvisor
39th/a,4,0.25,25,10187257,Amazon/Tripadvisor
39th/a,5,0.5,28,16202230,Amazon/Tripadvisor
3rd/a,1,-0.5,2,3419923,Amazon/Tripadvisor
3rd/a,2,-0.25,9,3912625,Amazon/Tripadvisor
3rd/a,3,0,7,6011388,Amazon/Tripadvisor
3rd/a,4,0.25,24,10187257,Amazon/Tripadvisor
3rd/a,5,0.5,52,16202230,Amazon/Tripadvisor
4-dimensional/a,1,-0.5,0,3419923,Amazon/Tripadvisor
4-dimensional/a,2,-0.25,0,3912625,Amazon/Tripadvisor
4-dimensional/a,3,0,0,6011388,Amazon/Tripadvisor
4-dimensional/a,4,0.25,0,10187257,Amazon/Tripadvisor
4-dimensional/a,5,0.5,1,16202230,Amazon/Tripadvisor
400th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
400th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
400th/a,3,0,1,6011388,Amazon/Tripadvisor
400th/a,4,0.25,3,10187257,Amazon/Tripadvisor
400th/a,5,0.5,3,16202230,Amazon/Tripadvisor
40th/a,1,-0.5,4,3419923,Amazon/Tripadvisor
40th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
40th/a,3,0,7,6011388,Amazon/Tripadvisor
40th/a,4,0.25,32,10187257,Amazon/Tripadvisor
40th/a,5,0.5,112,16202230,Amazon/Tripadvisor
41st/a,1,-0.5,0,3419923,Amazon/Tripadvisor
41st/a,2,-0.25,1,3912625,Amazon/Tripadvisor
41st/a,3,0,0,6011388,Amazon/Tripadvisor
41st/a,4,0.25,6,10187257,Amazon/Tripadvisor
41st/a,5,0.5,7,16202230,Amazon/Tripadvisor
43rd/a,1,-0.5,0,3419923,Amazon/Tripadvisor
43rd/a,2,-0.25,0,3912625,Amazon/Tripadvisor
43rd/a,3,0,0,6011388,Amazon/Tripadvisor
43rd/a,4,0.25,2,10187257,Amazon/Tripadvisor
43rd/a,5,0.5,13,16202230,Amazon/Tripadvisor
44th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
44th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
44th/a,3,0,2,6011388,Amazon/Tripadvisor
44th/a,4,0.25,11,10187257,Amazon/Tripadvisor
44th/a,5,0.5,49,16202230,Amazon/Tripadvisor
45th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
45th/a,2,-0.25,2,3912625,Amazon/Tripadvisor
45th/a,3,0,5,6011388,Amazon/Tripadvisor
45th/a,4,0.25,13,10187257,Amazon/Tripadvisor
45th/a,5,0.5,22,16202230,Amazon/Tripadvisor
46th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
46th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
46th/a,3,0,0,6011388,Amazon/Tripadvisor
46th/a,4,0.25,12,10187257,Amazon/Tripadvisor
46th/a,5,0.5,30,16202230,Amazon/Tripadvisor
47th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
47th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
47th/a,3,0,2,6011388,Amazon/Tripadvisor
47th/a,4,0.25,8,10187257,Amazon/Tripadvisor
47th/a,5,0.5,14,16202230,Amazon/Tripadvisor
48th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
48th/a,2,-0.25,3,3912625,Amazon/Tripadvisor
48th/a,3,0,5,6011388,Amazon/Tripadvisor
48th/a,4,0.25,23,10187257,Amazon/Tripadvisor
48th/a,5,0.5,29,16202230,Amazon/Tripadvisor
49th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
49th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
49th/a,3,0,4,6011388,Amazon/Tripadvisor
49th/a,4,0.25,12,10187257,Amazon/Tripadvisor
49th/a,5,0.5,25,16202230,Amazon/Tripadvisor
4th/a,1,-0.5,52,3419923,Amazon/Tripadvisor
4th/a,2,-0.25,62,3912625,Amazon/Tripadvisor
4th/a,3,0,113,6011388,Amazon/Tripadvisor
4th/a,4,0.25,272,10187257,Amazon/Tripadvisor
4th/a,5,0.5,372,16202230,Amazon/Tripadvisor
50th/a,1,-0.5,1,3419923,Amazon/Tripadvisor
50th/a,2,-0.25,5,3912625,Amazon/Tripadvisor
50th/a,3,0,2,6011388,Amazon/Tripadvisor
50th/a,4,0.25,48,10187257,Amazon/Tripadvisor
50th/a,5,0.5,118,16202230,Amazon/Tripadvisor
55th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
55th/a,2,-0.25,1,3912625,Amazon/Tripadvisor
55th/a,3,0,1,6011388,Amazon/Tripadvisor
55th/a,4,0.25,10,10187257,Amazon/Tripadvisor
55th/a,5,0.5,22,16202230,Amazon/Tripadvisor
5th/a,1,-0.5,32,3419923,Amazon/Tripadvisor
5th/a,2,-0.25,62,3912625,Amazon/Tripadvisor
5th/a,3,0,77,6011388,Amazon/Tripadvisor
5th/a,4,0.25,361,10187257,Amazon/Tripadvisor
5th/a,5,0.5,673,16202230,Amazon/Tripadvisor
60th/a,1,-0.5,2,3419923,Amazon/Tripadvisor
60th/a,2,-0.25,1,3912625,Amazon/Tripadvisor
60th/a,3,0,0,6011388,Amazon/Tripadvisor
60th/a,4,0.25,3,10187257,Amazon/Tripadvisor
60th/a,5,0.5,17,16202230,Amazon/Tripadvisor
64th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
64th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
64th/a,3,0,0,6011388,Amazon/Tripadvisor
64th/a,4,0.25,2,10187257,Amazon/Tripadvisor
64th/a,5,0.5,0,16202230,Amazon/Tripadvisor
65th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
65th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
65th/a,3,0,0,6011388,Amazon/Tripadvisor
65th/a,4,0.25,0,10187257,Amazon/Tripadvisor
65th/a,5,0.5,4,16202230,Amazon/Tripadvisor
6th/a,1,-0.5,9,3419923,Amazon/Tripadvisor
6th/a,2,-0.25,23,3912625,Amazon/Tripadvisor
6th/a,3,0,15,6011388,Amazon/Tripadvisor
6th/a,4,0.25,70,10187257,Amazon/Tripadvisor
6th/a,5,0.5,97,16202230,Amazon/Tripadvisor
70th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
70th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
70th/a,3,0,0,6011388,Amazon/Tripadvisor
70th/a,4,0.25,1,10187257,Amazon/Tripadvisor
70th/a,5,0.5,4,16202230,Amazon/Tripadvisor
75th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
75th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
75th/a,3,0,2,6011388,Amazon/Tripadvisor
75th/a,4,0.25,3,10187257,Amazon/Tripadvisor
75th/a,5,0.5,2,16202230,Amazon/Tripadvisor
7th/a,1,-0.5,3,3419923,Amazon/Tripadvisor
7th/a,2,-0.25,13,3912625,Amazon/Tripadvisor
7th/a,3,0,7,6011388,Amazon/Tripadvisor
7th/a,4,0.25,39,10187257,Amazon/Tripadvisor
7th/a,5,0.5,52,16202230,Amazon/Tripadvisor
80th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
80th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
80th/a,3,0,2,6011388,Amazon/Tripadvisor
80th/a,4,0.25,3,10187257,Amazon/Tripadvisor
80th/a,5,0.5,4,16202230,Amazon/Tripadvisor
8th/a,1,-0.5,29,3419923,Amazon/Tripadvisor
8th/a,2,-0.25,53,3912625,Amazon/Tripadvisor
8th/a,3,0,53,6011388,Amazon/Tripadvisor
8th/a,4,0.25,244,10187257,Amazon/Tripadvisor
8th/a,5,0.5,366,16202230,Amazon/Tripadvisor
90th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
90th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
90th/a,3,0,0,6011388,Amazon/Tripadvisor
90th/a,4,0.25,0,10187257,Amazon/Tripadvisor
90th/a,5,0.5,1,16202230,Amazon/Tripadvisor
95th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
95th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
95th/a,3,0,0,6011388,Amazon/Tripadvisor
95th/a,4,0.25,0,10187257,Amazon/Tripadvisor
95th/a,5,0.5,1,16202230,Amazon/Tripadvisor
9th/a,1,-0.5,0,3419923,Amazon/Tripadvisor
9th/a,2,-0.25,0,3912625,Amazon/Tripadvisor
9th/a,3,0,0,6011388,Amazon/Tripadvisor
9th/a,4,0.25,11,10187257,Amazon/Tripadvisor
9th/a,5,0.5,16,16202230,Amazon/Tripadvisor
a bit/r,1,-0.5,242,3419923,Amazon/Tripadvisor
a bit/r,2,-0.25,534,3912625,Amazon/Tripadvisor
a bit/r,3,0,1217,6011388,Amazon/Tripadvisor
a bit/r,4,0.25,3108,10187257,Amazon/Tripadvisor
a bit/r,5,0.5,3084,16202230,Amazon/Tripadvisor
a cappella/a,1,-0.5,0,3419923,Amazon/Tripadvisor
a cappella/a,2,-0.25,0,3912625,Amazon/Tripadvisor
a cappella/a,3,0,0,6011388,Amazon/Tripadvisor
a cappella/a,4,0.25,0,10187257,Amazon/Tripadvisor
a cappella/a,5,0.5,1,16202230,Amazon/Tripadvisor
a cappella/r,1,-0.5,0,3419923,Amazon/Tripadvisor
a cappella/r,2,-0.25,0,3912625,Amazon/Tripadvisor
a cappella/r,3,0,0,6011388,Amazon/Tripadvisor
a cappella/r,4,0.25,0,10187257,Amazon/Tripadvisor
a cappella/r,5,0.5,1,16202230,Amazon/Tripadvisor
a couple of/a,1,-0.5,149,3419923,Amazon/Tripadvisor
a couple of/a,2,-0.25,199,3912625,Amazon/Tripadvisor
a couple of/a,3,0,297,6011388,Amazon/Tripadvisor
a couple of/a,4,0.25,957,10187257,Amazon/Tripadvisor
a couple of/a,5,0.5,1303,16202230,Amazon/Tripadvisor
a few/a,1,-0.5,603,3419923,Amazon/Tripadvisor
a few/a,2,-0.25,724,3912625,Amazon/Tripadvisor
a few/a,3,0,1024,6011388,Amazon/Tripadvisor
a few/a,4,0.25,2659,10187257,Amazon/Tripadvisor
a few/a,5,0.5,4301,16202230,Amazon/Tripadvisor
a fortiori/r,1,-0.5,1,3419923,Amazon/Tripadvisor
a fortiori/r,2,-0.25,0,3912625,Amazon/Tripadvisor
a fortiori/r,3,0,0,6011388,Amazon/Tripadvisor
a fortiori/r,4,0.25,0,10187257,Amazon/Tripadvisor
a fortiori/r,5,0.5,0,16202230,Amazon/Tripadvisor
a good deal/r,1,-0.5,9,3419923,Amazon/Tripadvisor
a good deal/r,2,-0.25,38,3912625,Amazon/Tripadvisor
a good deal/r,3,0,92,6011388,Amazon/Tripadvisor
a good deal/r,4,0.25,180,10187257,Amazon/Tripadvisor
a good deal/r,5,0.5,163,16202230,Amazon/Tripadvisor
a great deal/r,1,-0.5,42,3419923,Amazon/Tripadvisor
a great deal/r,2,-0.25,69,3912625,Amazon/Tripadvisor
a great deal/r,3,0,95,6011388,Amazon/Tripadvisor
a great deal/r,4,0.25,369,10187257,Amazon/Tripadvisor
a great deal/r,5,0.5,545,16202230,Amazon/Tripadvisor
a hundred times/r,1,-0.5,1,3419923,Amazon/Tripadvisor
a hundred times/r,2,-0.25,2,3912625,Amazon/Tripadvisor
a hundred times/r,3,0,1,6011388,Amazon/Tripadvisor
a hundred times/r,4,0.25,2,10187257,Amazon/Tripadvisor
a hundred times/r,5,0.5,8,16202230,Amazon/Tripadvisor
a la carte/a,1,-0.5,2,3419923,Amazon/Tripadvisor
a la carte/a,2,-0.25,4,3912625,Amazon/Tripadvisor
a la carte/a,3,0,8,6011388,Amazon/Tripadvisor
a la carte/a,4,0.25,16,10187257,Amazon/Tripadvisor
a la carte/a,5,0.5,19,16202230,Amazon/Tripadvisor
a la carte/r,1,-0.5,2,3419923,Amazon/Tripadvisor
a la carte/r,2,-0.25,4,3912625,Amazon/Tripadvisor
a la carte/r,3,0,8,6011388,Amazon/Tripadvisor
a la carte/r,4,0.25,16,10187257,Amazon/Tripadvisor
a la carte/r,5,0.5,19,16202230,Amazon/Tripadvisor
a la mode/a,1,-0.5,0,3419923,Amazon/Tripadvisor
a la mode/a,2,-0.25,0,3912625,Amazon/Tripadvisor
a la mode/a,3,0,0,6011388,Amazon/Tripadvisor
a la mode/a,4,0.25,0,10187257,Amazon/Tripadvisor
a la mode/a,5,0.5,2,16202230,Amazon/Tripadvisor
a la mode/r,1,-0.5,0,3419923,Amazon/Tripadvisor
a la mode/r,2,-0.25,0,3912625,Amazon/Tripadvisor
a la mode/r,3,0,0,6011388,Amazon/Tripadvisor
a la mode/r,4,0.25,0,10187257,Amazon/Tripadvisor
a la mode/r,5,0.5,2,16202230,Amazon/Tripadvisor
a little/r,1,-0.5,341,3419923,Amazon/Tripadvisor
a little/r,2,-0.25,547,3912625,Amazon/Tripadvisor
a little/r,3,0,1277,6011388,Amazon/Tripadvisor
a little/r,4,0.25,3321,10187257,Amazon/Tripadvisor
a little/r,5,0.5,3967,16202230,Amazon/Tripadvisor
a lot/r,1,-0.5,522,3419923,Amazon/Tripadvisor
a lot/r,2,-0.25,691,3912625,Amazon/Tripadvisor
a lot/r,3,0,1116,6011388,Amazon/Tripadvisor
a lot/r,4,0.25,2469,10187257,Amazon/Tripadvisor
a lot/r,5,0.5,4195,16202230,Amazon/Tripadvisor
a million times/r,1,-0.5,1,3419923,Amazon/Tripadvisor
a million times/r,2,-0.25,1,3912625,Amazon/Tripadvisor
a million times/r,3,0,2,6011388,Amazon/Tripadvisor
a million times/r,4,0.25,7,10187257,Amazon/Tripadvisor
a million times/r,5,0.5,14,16202230,Amazon/Tripadvisor
a posteriori/a,1,-0.5,0,3419923,Amazon/Tripadvisor
a posteriori/a,2,-0.25,1,3912625,Amazon/Tripadvisor
a posteriori/a,3,0,0,6011388,Amazon/Tripadvisor
a posteriori/a,4,0.25,0,10187257,Amazon/Tripadvisor
a posteriori/a,5,0.5,0,16202230,Amazon/Tripadvisor
a posteriori/r,1,-0.5,0,3419923,Amazon/Tripadvisor
a posteriori/r,2,-0.25,1,3912625,Amazon/Tripadvisor
a posteriori/r,3,0,0,6011388,Amazon/Tripadvisor
a posteriori/r,4,0.25,0,10187257,Amazon/Tripadvisor
a posteriori/r,5,0.5,0,16202230,Amazon/Tripadvisor
a priori/a,1,-0.5,12,3419923,Amazon/Tripadvisor
a priori/a,2,-0.25,12,3912625,Amazon/Tripadvisor
a priori/a,3,0,12,6011388,Amazon/Tripadvisor
a priori/a,4,0.25,33,10187257,Amazon/Tripadvisor
a priori/a,5,0.5,34,16202230,Amazon/Tripadvisor
a priori/r,1,-0.5,12,3419923,Amazon/Tripadvisor
a priori/r,2,-0.25,12,3912625,Amazon/Tripadvisor
a priori/r,3,0,12,6011388,Amazon/Tripadvisor
a priori/r,4,0.25,33,10187257,Amazon/Tripadvisor
a priori/r,5,0.5,34,16202230,Amazon/Tripadvisor
a trifle/r,1,-0.5,0,3419923,Amazon/Tripadvisor
a trifle/r,2,-0.25,2,3912625,Amazon/Tripadvisor
a trifle/r,3,0,1,6011388,Amazon/Tripadvisor
a trifle/r,4,0.25,1,10187257,Amazon/Tripadvisor
a trifle/r,5,0.5,2,16202230,Amazon/Tripadvisor
a-ok/a,1,-0.5,0,3419923,Amazon/Tripadvisor
a-ok/a,2,-0.25,1,3912625,Amazon/Tripadvisor
a-ok/a,3,0,0,6011388,Amazon/Tripadvisor
a-ok/a,4,0.25,0,10187257,Amazon/Tripadvisor
a-ok/a,5,0.5,0,16202230,Amazon/Tripadvisor
a.m./r,1,-0.5,7,3419923,Amazon/Tripadvisor
a.m./r,2,-0.25,3,3912625,Amazon/Tripadvisor
a.m./r,3,0,6,6011388,Amazon/Tripadvisor
a.m./r,4,0.25,25,10187257,Amazon/Tripadvisor
a.m./r,5,0.5,22,16202230,Amazon/Tripadvisor
aback/r,1,-0.5,1,3419923,Amazon/Tripadvisor
aback/r,2,-0.25,3,3912625,Amazon/Tripadvisor
aback/r,3,0,4,6011388,Amazon/Tripadvisor
aback/r,4,0.25,9,10187257,Amazon/Tripadvisor
