,Word,Rating,Category,Count,Total,Corpus,RelativeFrequency,Probabilities
37,14th/a,3,0.0,35,6011388,Amazon/Tripadvisor,5.82228264088e-06,0.133894709771
38,14th/a,4,0.25,137,10187257,Amazon/Tripadvisor,1.34481735368e-05,0.309266898177
39,14th/a,5,0.5,184,16202230,Amazon/Tripadvisor,1.13564614254e-05,0.261163911195
40,150th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
41,150th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
42,150th/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
43,150th/a,4,0.25,0,10187257,Amazon/Tripadvisor,0.0,0.0
44,150th/a,5,0.5,1,16202230,Amazon/Tripadvisor,6.17198990509e-08,1.0
45,15th/a,1,-0.5,8,3419923,Amazon/Tripadvisor,2.33923395351e-06,0.101969950784
46,15th/a,2,-0.25,12,3912625,Amazon/Tripadvisor,3.06699466471e-06,0.133693893484
47,15th/a,3,0.0,23,6011388,Amazon/Tripadvisor,3.82607144972e-06,0.16678294056
48,15th/a,4,0.25,73,10187257,Amazon/Tripadvisor,7.16581509625e-06,0.312366281959
49,15th/a,5,0.5,106,16202230,Amazon/Tripadvisor,6.5423092994e-06,0.285186933214
50,16th/a,1,-0.5,15,3419923,Amazon/Tripadvisor,4.38606366284e-06,0.162004734327
51,16th/a,2,-0.25,9,3912625,Amazon/Tripadvisor,2.30024599853e-06,0.0849624562078
52,16th/a,3,0.0,17,6011388,Amazon/Tripadvisor,2.82796585414e-06,0.104454447565
53,16th/a,4,0.25,94,10187257,Amazon/Tripadvisor,9.22721395956e-06,0.340818661334
54,16th/a,5,0.5,135,16202230,Amazon/Tripadvisor,8.33218637188e-06,0.307759700566
55,17th/a,1,-0.5,6,3419923,Amazon/Tripadvisor,1.75442546513e-06,0.061466781396
56,17th/a,2,-0.25,19,3912625,Amazon/Tripadvisor,4.85607488579e-06,0.170133926678
57,17th/a,3,0.0,29,6011388,Amazon/Tripadvisor,4.8241770453e-06,0.169016377015
58,17th/a,4,0.25,85,10187257,Amazon/Tripadvisor,8.34375730386e-06,0.29232584479
59,17th/a,5,0.5,142,16202230,Amazon/Tripadvisor,8.76422566523e-06,0.307057070121
60,18th/a,1,-0.5,10,3419923,Amazon/Tripadvisor,2.92404244189e-06,0.106518249597
61,18th/a,2,-0.25,18,3912625,Amazon/Tripadvisor,4.60049199706e-06,0.167588660065
62,18th/a,3,0.0,19,6011388,Amazon/Tripadvisor,3.16066771934e-06,0.115138134863
63,18th/a,4,0.25,79,10187257,Amazon/Tripadvisor,7.75478620005e-06,0.282494617791
64,18th/a,5,0.5,146,16202230,Amazon/Tripadvisor,9.01110526144e-06,0.328260337684
65,19th/a,1,-0.5,9,3419923,Amazon/Tripadvisor,2.6316381977e-06,0.0649698909985
66,19th/a,2,-0.25,22,3912625,Amazon/Tripadvisor,5.62282355196e-06,0.138816283178
67,19th/a,3,0.0,38,6011388,Amazon/Tripadvisor,6.32133543867e-06,0.156061146541
68,19th/a,4,0.25,134,10187257,Amazon/Tripadvisor,1.31536879849e-05,0.324738284827
69,19th/a,5,0.5,207,16202230,Amazon/Tripadvisor,1.27760191035e-05,0.315414394455
70,2-dimensional/a,1,-0.5,1,3419923,Amazon/Tripadvisor,2.92404244189e-07,1.0
71,2-dimensional/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
72,2-dimensional/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
73,2-dimensional/a,4,0.25,0,10187257,Amazon/Tripadvisor,0.0,0.0
74,2-dimensional/a,5,0.5,0,16202230,Amazon/Tripadvisor,0.0,0.0
75,200th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
76,200th/a,2,-0.25,1,3912625,Amazon/Tripadvisor,2.55582888726e-07,1.0
77,200th/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
78,200th/a,4,0.25,0,10187257,Amazon/Tripadvisor,0.0,0.0
79,200th/a,5,0.5,0,16202230,Amazon/Tripadvisor,0.0,0.0
80,20th/a,1,-0.5,19,3419923,Amazon/Tripadvisor,5.55568063959e-06,0.140467066022
81,20th/a,2,-0.25,20,3912625,Amazon/Tripadvisor,5.11165777451e-06,0.129240612748
82,20th/a,3,0.0,33,6011388,Amazon/Tripadvisor,5.48958077569e-06,0.13879582994
83,20th/a,4,0.25,100,10187257,Amazon/Tripadvisor,9.81618506336e-06,0.248187540794
84,20th/a,5,0.5,220,16202230,Amazon/Tripadvisor,1.35783777912e-05,0.343308950496
85,21st/a,1,-0.5,11,3419923,Amazon/Tripadvisor,3.21644668608e-06,0.207240751097
86,21st/a,2,-0.25,11,3912625,Amazon/Tripadvisor,2.81141177598e-06,0.181143710735
87,21st/a,3,0.0,13,6011388,Amazon/Tripadvisor,2.16256212376e-06,0.139337300618
88,21st/a,4,0.25,25,10187257,Amazon/Tripadvisor,2.45404626584e-06,0.158118085265
89,21st/a,5,0.5,79,16202230,Amazon/Tripadvisor,4.87587202502e-06,0.314160152286
90,22nd/a,1,-0.5,2,3419923,Amazon/Tripadvisor,5.84808488378e-07,0.0615469193261
91,22nd/a,2,-0.25,5,3912625,Amazon/Tripadvisor,1.27791444363e-06,0.134491374066
92,22nd/a,3,0.0,11,6011388,Amazon/Tripadvisor,1.82986025856e-06,0.19257973157
93,22nd/a,4,0.25,29,10187257,Amazon/Tripadvisor,2.84669366837e-06,0.299594190295
94,22nd/a,5,0.5,48,16202230,Amazon/Tripadvisor,2.96255515444e-06,0.311787784742
95,23rd/a,1,-0.5,1,3419923,Amazon/Tripadvisor,2.92404244189e-07,0.0330377279181
96,23rd/a,2,-0.25,2,3912625,Amazon/Tripadvisor,5.11165777451e-07,0.0577548247404
97,23rd/a,3,0.0,9,6011388,Amazon/Tripadvisor,1.49715839337e-06,0.169158665216
98,23rd/a,4,0.25,29,10187257,Amazon/Tripadvisor,2.84669366837e-06,0.321637913098
99,23rd/a,5,0.5,60,16202230,Amazon/Tripadvisor,3.70319394306e-06,0.418410869028
100,24th/a,1,-0.5,3,3419923,Amazon/Tripadvisor,8.77212732567e-07,0.0501132679115
101,24th/a,2,-0.25,9,3912625,Amazon/Tripadvisor,2.30024599853e-06,0.131408083475
102,24th/a,3,0.0,22,6011388,Amazon/Tripadvisor,3.65972051713e-06,0.209071925141
103,24th/a,4,0.25,59,10187257,Amazon/Tripadvisor,5.79154918738e-06,0.330858690572
104,24th/a,5,0.5,79,16202230,Amazon/Tripadvisor,4.87587202502e-06,0.278548032901
105,25th/a,1,-0.5,5,3419923,Amazon/Tripadvisor,1.46202122095e-06,0.076704338358
106,25th/a,2,-0.25,14,3912625,Amazon/Tripadvisor,3.57816044216e-06,0.18772670692
107,25th/a,3,0.0,14,6011388,Amazon/Tripadvisor,2.32891305635e-06,0.122185459774
108,25th/a,4,0.25,60,10187257,Amazon/Tripadvisor,5.88971103802e-06,0.309001252389
109,25th/a,5,0.5,94,16202230,Amazon/Tripadvisor,5.80167051079e-06,0.30438224256
110,26th/a,1,-0.5,1,3419923,Amazon/Tripadvisor,2.92404244189e-07,0.023890967871
111,26th/a,2,-0.25,9,3912625,Amazon/Tripadvisor,2.30024599853e-06,0.187942221559
112,26th/a,3,0.0,13,6011388,Amazon/Tripadvisor,2.16256212376e-06,0.176692723326
113,26th/a,4,0.25,36,10187257,Amazon/Tripadvisor,3.53382662281e-06,0.288732260167
114,26th/a,5,0.5,64,16202230,Amazon/Tripadvisor,3.95007353926e-06,0.322741827077
115,27th/a,1,-0.5,6,3419923,Amazon/Tripadvisor,1.75442546513e-06,0.146438872924
116,27th/a,2,-0.25,9,3912625,Amazon/Tripadvisor,2.30024599853e-06,0.19199757309
117,27th/a,3,0.0,2,6011388,Amazon/Tripadvisor,3.32701865193e-07,0.0277700518642
118,27th/a,4,0.25,39,10187257,Amazon/Tripadvisor,3.82831217471e-06,0.319542625895
119,27th/a,5,0.5,61,16202230,Amazon/Tripadvisor,3.76491384211e-06,0.314250876227
120,28th/a,1,-0.5,3,3419923,Amazon/Tripadvisor,8.77212732567e-07,0.0791735367065
121,28th/a,2,-0.25,6,3912625,Amazon/Tripadvisor,1.53349733235e-06,0.138407028107
122,28th/a,3,0.0,5,6011388,Amazon/Tripadvisor,8.31754662983e-07,0.0750706822823
123,28th/a,4,0.25,44,10187257,Amazon/Tripadvisor,4.31912142788e-06,0.389825758581
124,28th/a,5,0.5,57,16202230,Amazon/Tripadvisor,3.5180342459e-06,0.317522994323
125,29th/a,1,-0.5,1,3419923,Amazon/Tripadvisor,2.92404244189e-07,0.034558444789
126,29th/a,2,-0.25,5,3912625,Amazon/Tripadvisor,1.27791444363e-06,0.151033155718
127,29th/a,3,0.0,5,6011388,Amazon/Tripadvisor,8.31754662983e-07,0.0983027714882
128,29th/a,4,0.25,24,10187257,Amazon/Tripadvisor,2.35588441521e-06,0.278435430094
129,29th/a,5,0.5,60,16202230,Amazon/Tripadvisor,3.70319394306e-06,0.43767019791
130,2d/a,1,-0.5,1,3419923,Amazon/Tripadvisor,2.92404244189e-07,0.303496503813
131,2d/a,2,-0.25,2,3912625,Amazon/Tripadvisor,5.11165777451e-07,0.530556684481
132,2d/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
133,2d/a,4,0.25,1,10187257,Amazon/Tripadvisor,9.81618506336e-08,0.101885588418
134,2d/a,5,0.5,1,16202230,Amazon/Tripadvisor,6.17198990509e-08,0.0640612232889
135,2nd/a,1,-0.5,28,3419923,Amazon/Tripadvisor,8.1873188373e-06,0.216314535458
136,2nd/a,2,-0.25,26,3912625,Amazon/Tripadvisor,6.64515510687e-06,0.1755695202
137,2nd/a,3,0.0,31,6011388,Amazon/Tripadvisor,5.15687891049e-06,0.136248250264
138,2nd/a,4,0.25,87,10187257,Amazon/Tripadvisor,8.54008100512e-06,0.225634752
139,2nd/a,5,0.5,151,16202230,Amazon/Tripadvisor,9.31970475669e-06,0.246232942079
140,3-dimensional/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
141,3-dimensional/a,2,-0.25,2,3912625,Amazon/Tripadvisor,5.11165777451e-07,0.579891521524
142,3-dimensional/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
143,3-dimensional/a,4,0.25,0,10187257,Amazon/Tripadvisor,0.0,0.0
144,3-dimensional/a,5,0.5,6,16202230,Amazon/Tripadvisor,3.70319394306e-07,0.420108478476
145,30th/a,1,-0.5,10,3419923,Amazon/Tripadvisor,2.92404244189e-06,0.13541696231
146,30th/a,2,-0.25,9,3912625,Amazon/Tripadvisor,2.30024599853e-06,0.106527976894
147,30th/a,3,0.0,21,6011388,Amazon/Tripadvisor,3.49336958453e-06,0.161783389524
148,30th/a,4,0.25,62,10187257,Amazon/Tripadvisor,6.08603473928e-06,0.281853753249
149,30th/a,5,0.5,110,16202230,Amazon/Tripadvisor,6.7891888956e-06,0.314417918023
150,31st/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
151,31st/a,2,-0.25,4,3912625,Amazon/Tripadvisor,1.0223315549e-06,0.605956633758
152,31st/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
153,31st/a,4,0.25,3,10187257,Amazon/Tripadvisor,2.94485551901e-07,0.174547555404
154,31st/a,5,0.5,6,16202230,Amazon/Tripadvisor,3.70319394306e-07,0.219495810838
155,32nd/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
156,32nd/a,2,-0.25,2,3912625,Amazon/Tripadvisor,5.11165777451e-07,0.391434046814
157,32nd/a,3,0.0,1,6011388,Amazon/Tripadvisor,1.66350932597e-07,0.127386107619
158,32nd/a,4,0.25,2,10187257,Amazon/Tripadvisor,1.96323701267e-07,0.150338274318
159,32nd/a,5,0.5,7,16202230,Amazon/Tripadvisor,4.32039293357e-07,0.33084157125
160,33rd/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
161,33rd/a,2,-0.25,2,3912625,Amazon/Tripadvisor,5.11165777451e-07,0.139841425597
162,33rd/a,3,0.0,3,6011388,Amazon/Tripadvisor,4.9905279779e-07,0.136527635005
163,33rd/a,4,0.25,15,10187257,Amazon/Tripadvisor,1.4724277595e-06,0.402817258236
164,33rd/a,5,0.5,19,16202230,Amazon/Tripadvisor,1.17267808197e-06,0.320813681162
165,34th/a,1,-0.5,2,3419923,Amazon/Tripadvisor,5.84808488378e-07,0.0691964306646
166,34th/a,2,-0.25,5,3912625,Amazon/Tripadvisor,1.27791444363e-06,0.151206967667
167,34th/a,3,0.0,6,6011388,Amazon/Tripadvisor,9.9810559558e-07,0.118099080319
168,34th/a,4,0.25,23,10187257,Amazon/Tripadvisor,2.25772256457e-06,0.267141031644
169,34th/a,5,0.5,54,16202230,Amazon/Tripadvisor,3.33287454875e-06,0.394356489705
170,35th/a,1,-0.5,2,3419923,Amazon/Tripadvisor,5.84808488378e-07,0.0579135356609
171,35th/a,2,-0.25,4,3912625,Amazon/Tripadvisor,1.0223315549e-06,0.101241408322
172,35th/a,3,0.0,10,6011388,Amazon/Tripadvisor,1.66350932597e-06,0.16473718933
173,35th/a,4,0.25,40,10187257,Amazon/Tripadvisor,3.92647402534e-06,0.388838394119
174,35th/a,5,0.5,47,16202230,Amazon/Tripadvisor,2.90083525539e-06,0.287269472568
175,36th/a,1,-0.5,1,3419923,Amazon/Tripadvisor,2.92404244189e-07,0.109685521294
176,36th/a,2,-0.25,1,3912625,Amazon/Tripadvisor,2.55582888726e-07,0.0958732403538
177,36th/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
178,36th/a,4,0.25,9,10187257,Amazon/Tripadvisor,8.83456655702e-07,0.331398759583
179,36th/a,5,0.5,20,16202230,Amazon/Tripadvisor,1.23439798102e-06,0.463042478769
180,37th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
181,37th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
182,37th/a,3,0.0,1,6011388,Amazon/Tripadvisor,1.66350932597e-07,0.0514646791661
183,37th/a,4,0.25,13,10187257,Amazon/Tripadvisor,1.27610405824e-06,0.394793614407
184,37th/a,5,0.5,29,16202230,Amazon/Tripadvisor,1.78987707248e-06,0.553741706427
185,38th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
186,38th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
187,38th/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
188,38th/a,4,0.25,7,10187257,Amazon/Tripadvisor,6.87132954435e-07,0.526808345911
189,38th/a,5,0.5,10,16202230,Amazon/Tripadvisor,6.17198990509e-07,0.473191654089
190,39th/a,1,-0.5,1,3419923,Amazon/Tripadvisor,2.92404244189e-07,0.048147357027
191,39th/a,2,-0.25,3,3912625,Amazon/Tripadvisor,7.66748666177e-07,0.126253029886
192,39th/a,3,0.0,5,6011388,Amazon/Tripadvisor,8.31754662983e-07,0.136956933811
193,39th/a,4,0.25,25,10187257,Amazon/Tripadvisor,2.45404626584e-06,0.40408388069
194,39th/a,5,0.5,28,16202230,Amazon/Tripadvisor,1.72815717343e-06,0.284558798586
195,3rd/a,1,-0.5,2,3419923,Amazon/Tripadvisor,5.84808488378e-07,0.0608235899514
196,3rd/a,2,-0.25,9,3912625,Amazon/Tripadvisor,2.30024599853e-06,0.239239378673
197,3rd/a,3,0.0,7,6011388,Amazon/Tripadvisor,1.16445652818e-06,0.121110462303
198,3rd/a,4,0.25,24,10187257,Amazon/Tripadvisor,2.35588441521e-06,0.245026107677
199,3rd/a,5,0.5,52,16202230,Amazon/Tripadvisor,3.20943475065e-06,0.333800461397
200,4-dimensional/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
201,4-dimensional/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
202,4-dimensional/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
203,4-dimensional/a,4,0.25,0,10187257,Amazon/Tripadvisor,0.0,0.0
204,4-dimensional/a,5,0.5,1,16202230,Amazon/Tripadvisor,6.17198990509e-08,1.0
205,400th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
206,400th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
207,400th/a,3,0.0,1,6011388,Amazon/Tripadvisor,1.66350932597e-07,0.25751070567
208,400th/a,4,0.25,3,10187257,Amazon/Tripadvisor,2.94485551901e-07,0.455862681957
209,400th/a,5,0.5,3,16202230,Amazon/Tripadvisor,1.85159697153e-07,0.286626612374
210,40th/a,1,-0.5,4,3419923,Amazon/Tripadvisor,1.16961697676e-06,0.0944162231785
211,40th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
212,40th/a,3,0.0,7,6011388,Amazon/Tripadvisor,1.16445652818e-06,0.0939996508522
213,40th/a,4,0.25,32,10187257,Amazon/Tripadvisor,3.14117922027e-06,0.253568718819
214,40th/a,5,0.5,112,16202230,Amazon/Tripadvisor,6.9126286937e-06,0.55801540715
215,41st/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
216,41st/a,2,-0.25,1,3912625,Amazon/Tripadvisor,2.55582888726e-07,0.200206981779
217,41st/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
218,41st/a,4,0.25,6,10187257,Amazon/Tripadvisor,5.88971103802e-07,0.461361586587
219,41st/a,5,0.5,7,16202230,Amazon/Tripadvisor,4.32039293357e-07,0.338431431634
220,43rd/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
221,43rd/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
222,43rd/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
223,43rd/a,4,0.25,2,10187257,Amazon/Tripadvisor,1.96323701267e-07,0.196582720836
224,43rd/a,5,0.5,13,16202230,Amazon/Tripadvisor,8.02358687662e-07,0.803417279164
225,44th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
226,44th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
227,44th/a,3,0.0,2,6011388,Amazon/Tripadvisor,3.32701865193e-07,0.0749876192278
228,44th/a,4,0.25,11,10187257,Amazon/Tripadvisor,1.07978035697e-06,0.243371518855
229,44th/a,5,0.5,49,16202230,Amazon/Tripadvisor,3.0242750535e-06,0.681640861917
230,45th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
231,45th/a,2,-0.25,2,3912625,Amazon/Tripadvisor,5.11165777451e-07,0.12853494583
232,45th/a,3,0.0,5,6011388,Amazon/Tripadvisor,8.31754662983e-07,0.209148470549
233,45th/a,4,0.25,13,10187257,Amazon/Tripadvisor,1.27610405824e-06,0.320882134984
234,45th/a,5,0.5,22,16202230,Amazon/Tripadvisor,1.35783777912e-06,0.341434448636
235,46th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
236,46th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
237,46th/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
238,46th/a,4,0.25,12,10187257,Amazon/Tripadvisor,1.1779422076e-06,0.388818938444
239,46th/a,5,0.5,30,16202230,Amazon/Tripadvisor,1.85159697153e-06,0.611181061556
240,47th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
241,47th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
242,47th/a,3,0.0,2,6011388,Amazon/Tripadvisor,3.32701865193e-07,0.167855314284
243,47th/a,4,0.25,8,10187257,Amazon/Tripadvisor,7.85294805069e-07,0.396198278701
244,47th/a,5,0.5,14,16202230,Amazon/Tripadvisor,8.64078586713e-07,0.435946407016
245,48th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
246,48th/a,2,-0.25,3,3912625,Amazon/Tripadvisor,7.66748666177e-07,0.135801396249
247,48th/a,3,0.0,5,6011388,Amazon/Tripadvisor,8.31754662983e-07,0.147314823687
248,48th/a,4,0.25,23,10187257,Amazon/Tripadvisor,2.25772256457e-06,0.399872722493
249,48th/a,5,0.5,29,16202230,Amazon/Tripadvisor,1.78987707248e-06,0.317011057572
250,49th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
251,49th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
252,49th/a,3,0.0,4,6011388,Amazon/Tripadvisor,6.65403730386e-07,0.196496234724
253,49th/a,4,0.25,12,10187257,Amazon/Tripadvisor,1.1779422076e-06,0.347850782836
254,49th/a,5,0.5,25,16202230,Amazon/Tripadvisor,1.54299747627e-06,0.45565298244
255,4th/a,1,-0.5,52,3419923,Amazon/Tripadvisor,1.52050206978e-05,0.152801008483
256,4th/a,2,-0.25,62,3912625,Amazon/Tripadvisor,1.5846139101e-05,0.159243849996
257,4th/a,3,0.0,113,6011388,Amazon/Tripadvisor,1.87976553834e-05,0.188904754343
258,4th/a,4,0.25,272,10187257,Amazon/Tripadvisor,2.67000233723e-05,0.268318641513
259,4th/a,5,0.5,372,16202230,Amazon/Tripadvisor,2.29598024469e-05,0.230731745664
260,50th/a,1,-0.5,1,3419923,Amazon/Tripadvisor,2.92404244189e-07,0.0210397012312
261,50th/a,2,-0.25,5,3912625,Amazon/Tripadvisor,1.27791444363e-06,0.0919512579839
262,50th/a,3,0.0,2,6011388,Amazon/Tripadvisor,3.32701865193e-07,0.0239392826262
263,50th/a,4,0.25,48,10187257,Amazon/Tripadvisor,4.71176883041e-06,0.339031359608
264,50th/a,5,0.5,118,16202230,Amazon/Tripadvisor,7.28294808801e-06,0.524038398551
265,55th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
266,55th/a,2,-0.25,1,3912625,Amazon/Tripadvisor,2.55582888726e-07,0.0925558790474
267,55th/a,3,0.0,1,6011388,Amazon/Tripadvisor,1.66350932597e-07,0.0602417355622
268,55th/a,4,0.25,10,10187257,Amazon/Tripadvisor,9.81618506336e-07,0.355479837465
269,55th/a,5,0.5,22,16202230,Amazon/Tripadvisor,1.35783777912e-06,0.491722547925
270,5th/a,1,-0.5,32,3419923,Amazon/Tripadvisor,9.35693581405e-06,0.0813745537863
271,5th/a,2,-0.25,62,3912625,Amazon/Tripadvisor,1.5846139101e-05,0.137809270492
272,5th/a,3,0.0,77,6011388,Amazon/Tripadvisor,1.28090218099e-05,0.111396343305
273,5th/a,4,0.25,361,10187257,Amazon/Tripadvisor,3.54364280787e-05,0.308180325268
274,5th/a,5,0.5,673,16202230,Amazon/Tripadvisor,4.15374920613e-05,0.361239507149
275,60th/a,1,-0.5,2,3419923,Amazon/Tripadvisor,5.84808488378e-07,0.26775532945
276,60th/a,2,-0.25,1,3912625,Amazon/Tripadvisor,2.55582888726e-07,0.117018959082
277,60th/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
278,60th/a,4,0.25,3,10187257,Amazon/Tripadvisor,2.94485551901e-07,0.134830594176
279,60th/a,5,0.5,17,16202230,Amazon/Tripadvisor,1.04923828387e-06,0.480395117292
280,64th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
281,64th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
282,64th/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
283,64th/a,4,0.25,2,10187257,Amazon/Tripadvisor,1.96323701267e-07,1.0
284,64th/a,5,0.5,0,16202230,Amazon/Tripadvisor,0.0,0.0
285,65th/a,1,-0.5,0,3419923,Amazon/Tripadvisor,0.0,0.0
286,65th/a,2,-0.25,0,3912625,Amazon/Tripadvisor,0.0,0.0
287,65th/a,3,0.0,0,6011388,Amazon/Tripadvisor,0.0,0.0
288,65th/a,4,0.25,0,10187257,Amazon/Tripadvisor,0.0,0.0
289,65th/a,5,0.5,4,16202230,Amazon/Tripadvisor,2.46879596204e-07,1.0
290,6th/a,1,-0.5,9,3419923,Amazon/Tripadvisor,2.6316381977e-06,0.110278948384
